t,px,py,vx,vy,hx,hy,ax,ay,action_hx,action_hy,ai_error_avg
1.358,0.940224,0.817597,0.338461,0.569231,0.460000,0.498107,0.960000,0.942464,0.999394,0.034808,1.879920
1.374,0.933947,0.821363,0.338623,0.569162,0.460000,0.498664,0.960000,0.944000,0.999438,0.033512,1.878733
1.391,0.928045,0.824904,0.338784,0.569093,0.460000,0.499236,0.960000,0.944000,0.999477,0.032337,1.877994
1.408,0.921781,0.828663,0.338945,0.569023,0.460000,0.499754,0.960000,0.944000,0.999515,0.031133,1.877695
1.424,0.915891,0.832197,0.339106,0.568954,0.460000,0.500285,0.960000,0.944000,0.999549,0.030041,1.877753
1.440,0.909639,0.835948,0.339267,0.568886,0.460000,0.500766,0.960000,0.944000,0.999582,0.028922,1.878132
1.457,0.903761,0.839475,0.339428,0.568817,0.460000,0.501260,0.960000,0.944000,0.999610,0.027908,1.878760
1.474,0.897521,0.843218,0.339588,0.568748,0.460000,0.501735,0.960000,0.944000,0.999639,0.026868,1.879598
1.490,0.891288,0.846958,0.339749,0.568679,0.460000,0.502165,0.960000,0.944000,0.999665,0.025867,1.880595
1.507,0.885428,0.850474,0.339909,0.568610,0.460000,0.502607,0.960000,0.944000,0.999688,0.024960,1.881698
1.523,0.879207,0.854207,0.340069,0.568542,0.460000,0.503006,0.960000,0.944000,0.999711,0.024030,1.882877
1.540,0.873358,0.857716,0.340229,0.568473,0.460000,0.503416,0.960000,0.944000,0.999731,0.023187,1.884093
1.556,0.867150,0.861441,0.340389,0.568405,0.460000,0.503788,0.960000,0.944000,0.999751,0.022323,1.885322
1.573,0.861313,0.864944,0.340549,0.568336,0.460000,0.504169,0.960000,0.944000,0.999768,0.021540,1.886541
1.590,0.855117,0.868661,0.340708,0.568268,0.460000,0.504535,0.960000,0.944000,0.999785,0.020737,1.887731
1.608,0.848927,0.872375,0.340867,0.568200,0.460000,0.504888,0.960000,0.944000,0.999801,0.019964,1.888878
1.624,0.842744,0.876085,0.341026,0.568132,0.460000,0.505228,0.960000,0.944000,0.999815,0.019220,1.889968
1.640,0.836567,0.879791,0.341185,0.568063,0.460000,0.505536,0.960000,0.944000,0.999829,0.018503,1.890993
1.657,0.830758,0.883276,0.341344,0.567995,0.460000,0.505833,0.960000,0.944000,0.999841,0.017854,1.891953
1.673,0.824956,0.886757,0.341503,0.567927,0.460000,0.506138,0.960000,0.944000,0.999852,0.017227,1.892844
1.691,0.818797,0.890453,0.341661,0.567859,0.460000,0.506431,0.960000,0.944000,0.999862,0.016585,1.893662
1.707,0.812645,0.894144,0.341820,0.567792,0.460000,0.506696,0.960000,0.944000,0.999873,0.015967,1.894404
1.723,0.806860,0.897615,0.341978,0.567724,0.460000,0.506969,0.960000,0.944000,0.999881,0.015406,1.895075
1.739,0.800720,0.901299,0.342136,0.567656,0.460000,0.507216,0.960000,0.944000,0.999890,0.014832,1.895670
1.755,0.794946,0.904763,0.342294,0.567588,0.460000,0.507454,0.960000,0.944000,0.999898,0.014311,1.896193
1.772,0.789179,0.908224,0.342451,0.567521,0.460000,0.507698,0.960000,0.944000,0.999905,0.013809,1.896645
1.789,0.783057,0.911897,0.342609,0.567453,0.460000,0.507919,0.960000,0.944000,0.999912,0.013294,1.897023
1.804,0.777301,0.915351,0.342766,0.567386,0.460000,0.508133,0.960000,0.944000,0.999918,0.012828,1.897330
1.822,0.771551,0.918801,0.342924,0.567318,0.460000,0.508364,0.960000,0.944000,0.999923,0.012377,1.897569
1.839,0.765088,0.922678,0.343081,0.567251,0.460000,0.508575,0.960000,0.944000,0.999929,0.011889,1.897735
1.856,0.758991,0.926337,0.343238,0.567184,0.460000,0.508765,0.960000,0.944000,0.999934,0.011445,1.897836
1.872,0.753258,0.929776,0.343394,0.567117,0.460000,0.508949,0.960000,0.944000,0.999939,0.011044,1.897876
1.888,0.747530,0.933213,0.343551,0.567050,0.460000,0.509137,0.960000,0.944000,0.999943,0.010656,1.897858
1.905,0.741451,0.936860,0.343707,0.566983,0.460000,0.509308,0.960000,0.944000,0.999947,0.010259,1.897780
1.921,0.735735,0.940290,0.343864,0.566916,0.460000,0.509483,0.960000,0.944000,0.999951,0.009899,1.897647
1.937,0.729668,0.943930,0.344020,0.566849,0.460000,0.509641,0.960000,0.944000,0.999955,0.009529,1.897457
1.954,0.723964,0.947353,0.344176,0.566782,0.460000,0.509804,0.960000,0.944000,0.999958,0.009195,1.897216
1.972,0.717909,0.950986,0.344332,0.566715,0.460000,0.509970,0.960000,0.944000,0.999961,0.008852,1.896922
1.988,0.711504,0.954828,0.344487,0.566648,0.460000,0.510111,0.960000,0.944000,0.999964,0.008502,1.896573
2.005,0.705817,0.958241,0.344643,0.566582,0.460000,0.510256,0.960000,0.944000,0.999966,0.008204,1.896178
2.022,0.699780,0.961863,0.344798,0.566515,0.460000,0.510396,0.960000,0.944000,0.999969,0.007898,1.895735
2.038,0.693750,0.965481,0.344953,0.566449,0.460000,0.510522,0.960000,0.944000,0.999971,0.007603,1.895246
2.055,0.688079,0.968883,0.345108,0.566382,0.460000,0.510644,0.960000,0.944000,0.999973,0.007337,1.894715
2.070,0.682415,0.972282,0.345263,0.566316,0.460000,0.510762,0.960000,0.944000,0.999975,0.007079,1.894143
2.086,0.676756,0.975678,0.345418,0.566249,0.460000,0.510876,0.960000,0.944000,0.999977,0.006831,1.893532
2.103,0.671103,0.976000,0.345573,0.433817,0.460000,0.510992,0.960000,0.944000,0.999978,0.006591,1.893511
2.120,0.665102,0.972400,0.345727,0.433883,0.460000,0.511098,0.960000,0.944000,0.999980,0.006345,1.893504
2.136,0.659460,0.969014,0.345881,0.433949,0.460000,0.511206,0.960000,0.944000,0.999981,0.006122,1.893509
2.153,0.653471,0.965421,0.346036,0.434015,0.460000,0.511304,0.960000,0.944000,0.999983,0.005894,1.893526
2.170,0.647841,0.962043,0.346189,0.434081,0.460000,0.511405,0.960000,0.944000,0.999984,0.005687,1.893552
2.186,0.641864,0.958457,0.346343,0.434147,0.460000,0.511496,0.960000,0.944000,0.999985,0.005475,1.893588
2.203,0.636245,0.955085,0.346497,0.434213,0.460000,0.511584,0.960000,0.944000,0.999986,0.005283,1.893631
2.218,0.630631,0.951717,0.346650,0.434279,0.460000,0.511669,0.960000,0.944000,0.999987,0.005097,1.893681
2.233,0.625023,0.948352,0.346804,0.434345,0.460000,0.511751,0.960000,0.944000,0.999988,0.004918,1.893737
2.250,0.619420,0.944990,0.346957,0.434410,0.460000,0.511834,0.960000,0.944000,0.999989,0.004746,1.893798
2.267,0.613473,0.941422,0.347110,0.434476,0.460000,0.511915,0.960000,0.944000,0.999990,0.004569,1.893864
2.284,0.607532,0.937858,0.347263,0.434541,0.460000,0.511993,0.960000,0.944000,0.999990,0.004398,1.893935
2.300,0.601597,0.934297,0.347416,0.434607,0.460000,0.512063,0.960000,0.944000,0.999991,0.004234,1.894009
2.317,0.596017,0.930949,0.347568,0.434672,0.460000,0.512136,0.960000,0.944000,0.999992,0.004086,1.894085
2.333,0.590094,0.927395,0.347721,0.434737,0.460000,0.512201,0.960000,0.944000,0.999992,0.003933,1.894164
2.349,0.584525,0.924053,0.347873,0.434803,0.460000,0.512264,0.960000,0.944000,0.999993,0.003795,1.894243
2.366,0.578961,0.920715,0.348025,0.434868,0.460000,0.512329,0.960000,0.944000,0.999993,0.003662,1.894323
2.383,0.573056,0.917172,0.348177,0.434933,0.460000,0.512388,0.960000,0.944000,0.999994,0.003525,1.894408
2.399,0.567504,0.913841,0.348329,0.434998,0.460000,0.512448,0.960000,0.944000,0.999994,0.003402,1.894495
2.415,0.561610,0.910305,0.348481,0.435063,0.460000,0.512502,0.960000,0.944000,0.999995,0.003275,1.894585
2.433,0.556069,0.906980,0.348632,0.435128,0.460000,0.512558,0.960000,0.944000,0.999995,0.003160,1.894678
2.448,0.550187,0.903451,0.348783,0.435193,0.460000,0.512609,0.960000,0.944000,0.999995,0.003042,1.894773
2.465,0.544657,0.900133,0.348935,0.435258,0.460000,0.512661,0.960000,0.944000,0.999996,0.002935,1.894869
2.482,0.538787,0.896611,0.349086,0.435322,0.460000,0.512711,0.960000,0.944000,0.999996,0.002826,1.894967
2.499,0.532923,0.893092,0.349237,0.435387,0.460000,0.512759,0.960000,0.944000,0.999996,0.002720,1.895066
2.516,0.527065,0.889577,0.349387,0.435452,0.460000,0.512805,0.960000,0.944000,0.999997,0.002619,1.895166
2.534,0.521212,0.886066,0.349538,0.435516,0.460000,0.512852,0.960000,0.944000,0.999997,0.002521,1.895267
2.550,0.515022,0.882352,0.349688,0.435581,0.460000,0.512892,0.960000,0.944000,0.999997,0.002421,1.895367
2.567,0.509525,0.879053,0.349839,0.435645,0.460000,0.512934,0.960000,0.944000,0.999997,0.002336,1.895468
2.584,0.503690,0.875552,0.349989,0.435710,0.460000,0.512971,0.960000,0.944000,0.999997,0.002249,1.895575
2.600,0.498204,0.872261,0.350139,0.435774,0.460000,0.513007,0.960000,0.944000,0.999998,0.002170,1.895688
2.616,0.492723,0.868972,0.350289,0.435838,0.460000,0.513042,0.960000,0.944000,0.999998,0.002094,1.895807
2.632,0.487248,0.865687,0.350439,0.435902,0.460000,0.513078,0.960000,0.944000,0.999998,0.002021,1.895940
2.648,0.481437,0.862200,0.350588,0.435966,0.460000,0.513110,0.960000,0.944000,0.999998,0.001945,1.896086
2.665,0.475972,0.858922,0.350738,0.436030,0.460000,0.513142,0.960000,0.944000,0.999998,0.001877,1.896242
2.680,0.470514,0.855647,0.350887,0.436094,0.460000,0.513172,0.960000,0.944000,0.999998,0.001811,1.896407
2.697,0.465060,0.852375,0.351036,0.436158,0.460000,0.513203,0.960000,0.944000,0.999998,0.001748,1.896580
2.714,0.459272,0.848902,0.351185,0.436222,0.460000,0.513232,0.960000,0.944000,0.999999,0.001682,1.896763
2.731,0.453489,0.845432,0.351334,0.436286,0.460000,0.513261,0.960000,0.944000,0.999999,0.001620,1.896957
2.748,0.447713,0.841966,0.351482,0.436350,0.460000,0.513288,0.960000,0.944000,0.999999,0.001559,1.897164
2.765,0.441942,0.838504,0.351631,0.436413,0.460000,0.513315,0.960000,0.944000,0.999999,0.001501,1.897385
2.783,0.436177,0.835044,0.351779,0.436477,0.460000,0.513341,0.960000,0.944000,0.999999,0.001445,1.897618
2.799,0.430417,0.831589,0.351927,0.436540,0.460000,0.513365,0.960000,0.944000,0.999999,0.001391,1.897865
2.816,0.424663,0.828137,0.352076,0.436604,0.460000,0.513389,0.960000,0.944000,0.999999,0.001339,1.898125
2.833,0.418916,0.824688,0.352223,0.436667,0.460000,0.513412,0.960000,0.944000,0.999999,0.001289,1.898400
2.850,0.413173,0.821242,0.352371,0.436731,0.460000,0.513434,0.960000,0.944000,0.999999,0.001241,1.898688
2.867,0.407437,0.817801,0.352519,0.436794,0.460000,0.513455,0.960000,0.944000,0.999999,0.001195,1.898989
2.884,0.401706,0.814362,0.352666,0.436857,0.460000,0.513475,0.960000,0.944000,0.999999,0.001150,1.899303
2.902,0.395981,0.810927,0.352814,0.436920,0.460000,0.513496,0.960000,0.944000,0.999999,0.001107,1.899629
2.919,0.389926,0.807294,0.352961,0.436983,0.460000,0.513515,0.960000,0.944000,0.999999,0.001064,1.899968
2.937,0.384212,0.803866,0.353108,0.437046,0.460000,0.513533,0.960000,0.944000,0.999999,0.001024,1.900320
2.953,0.378504,0.800441,0.353255,0.437109,0.460000,0.513550,0.960000,0.944000,1.000000,0.000986,1.900683
2.971,0.372802,0.797020,0.353402,0.437172,0.460000,0.513567,0.960000,0.944000,1.000000,0.000949,1.901058
2.987,0.367106,0.793602,0.353548,0.437235,0.460000,0.513582,0.960000,0.944000,1.000000,0.000914,1.901444
3.003,0.361750,0.790388,0.353695,0.437298,0.460000,0.513597,0.960000,0.944000,1.000000,0.000882,1.901841
3.019,0.356399,0.787178,0.353841,0.437360,0.460000,0.513612,0.960000,0.944000,1.000000,0.000851,1.902249
3.036,0.350720,0.783770,0.353987,0.437423,0.460000,0.513626,0.960000,0.944000,1.000000,0.000819,1.902667
3.052,0.345046,0.780366,0.354133,0.437486,0.460000,0.513639,0.960000,0.944000,1.000000,0.000788,1.903096
3.069,0.339712,0.777165,0.354279,0.437548,0.460000,0.513653,0.960000,0.944000,1.000000,0.000761,1.903530
3.085,0.334049,0.773768,0.354425,0.437611,0.460000,0.513665,0.960000,0.944000,1.000000,0.000732,1.903970
3.102,0.328725,0.770574,0.354570,0.437673,0.460000,0.513678,0.960000,0.944000,1.000000,0.000707,1.904417
3.119,0.323074,0.767183,0.354716,0.437735,0.460000,0.513690,0.960000,0.944000,1.000000,0.000680,1.904871
3.137,0.317429,0.763796,0.354861,0.437798,0.460000,0.513701,0.960000,0.944000,1.000000,0.000655,1.905331
3.154,0.311789,0.760412,0.355006,0.437860,0.460000,0.513712,0.960000,0.944000,1.000000,0.000630,1.905798
3.170,0.306155,0.757032,0.355151,0.437922,0.460000,0.513722,0.960000,0.944000,1.000000,0.000607,1.906272
3.186,0.300858,0.753853,0.355296,0.437984,0.460000,0.513732,0.960000,0.944000,1.000000,0.000586,1.906752
3.202,0.295566,0.750678,0.355441,0.438046,0.460000,0.513742,0.960000,0.944000,1.000000,0.000565,1.907233
3.218,0.289949,0.747308,0.355585,0.438108,0.460000,0.513751,0.960000,0.944000,1.000000,0.000544,1.907714
3.235,0.284667,0.744139,0.355730,0.438170,0.460000,0.513761,0.960000,0.944000,1.000000,0.000525,1.908189
3.253,0.279061,0.740775,0.355874,0.438232,0.460000,0.513769,0.960000,0.944000,1.000000,0.000505,1.908653
3.269,0.273461,0.737415,0.356018,0.438293,0.460000,0.513778,0.960000,0.944000,1.000000,0.000486,1.909100
3.286,0.267866,0.734058,0.356162,0.438355,0.460000,0.513786,0.960000,0.944000,1.000000,0.000468,1.909525
3.302,0.262606,0.730902,0.356306,0.438417,0.460000,0.513794,0.960000,0.943913,1.000000,0.000452,1.909921
3.319,0.257023,0.727552,0.356449,0.438478,0.460000,0.513801,0.960000,0.942977,1.000000,0.000435,1.910279
3.335,0.251773,0.724402,0.356593,0.438540,0.460000,0.513808,0.960000,0.941122,1.000000,0.000420,1.910594
3.352,0.246200,0.721059,0.356736,0.438601,0.460000,0.513816,0.960000,0.938485,1.000000,0.000404,1.910867
3.369,0.240633,0.717719,0.356880,0.438663,0.460000,0.513822,0.960000,0.935247,1.000000,0.000389,1.911091
3.385,0.235399,0.714578,0.357023,0.438724,0.460000,0.513829,0.960000,0.931038,1.000000,0.000375,1.911265
3.401,0.229844,0.711245,0.357166,0.438785,0.460000,0.513835,0.960000,0.926296,1.000000,0.000361,1.911379
3.417,0.224620,0.708111,0.357309,0.438847,0.460000,0.513841,0.960000,0.920818,1.000000,0.000349,1.911434
3.434,0.219402,0.704979,0.357451,0.438908,0.460000,0.513846,0.960000,0.914216,1.000000,0.000336,1.911424
3.451,0.213863,0.701656,0.357594,0.438969,0.460000,0.513852,0.960000,0.906794,1.000000,0.000324,1.911342
3.468,0.208329,0.698336,0.357736,0.439030,0.460000,0.513857,0.960000,0.899053,1.000000,0.000312,1.911184
3.484,0.203126,0.695214,0.357879,0.439091,0.460000,0.513863,0.960000,0.890087,1.000000,0.000301,1.910952
3.501,0.197604,0.691901,0.358021,0.439152,0.460000,0.513868,0.960000,0.880346,1.000000,0.000290,1.910636
3.518,0.192087,0.688591,0.358163,0.439213,0.460000,0.513873,0.960000,0.869800,1.000000,0.000279,1.910224
3.534,0.186576,0.685284,0.358305,0.439273,0.460000,0.513877,0.960000,0.859113,1.000000,0.000268,1.909708
3.552,0.181394,0.682175,0.358446,0.439334,0.460000,0.513882,0.960000,0.846331,1.000000,0.000259,1.909091
3.569,0.175570,0.678680,0.358588,0.439395,0.460000,0.513886,0.960000,0.833511,1.000000,0.000249,1.908359
3.586,0.170075,0.675383,0.358729,0.439455,0.460000,0.513891,0.960000,0.820037,1.000000,0.000240,1.907516
3.603,0.164585,0.672090,0.358870,0.439516,0.460000,0.513895,0.960000,0.805917,1.000000,0.000231,1.906549
3.619,0.159101,0.668799,0.359012,0.439576,0.460000,0.513898,0.960000,0.792108,1.000000,0.000222,1.905464
3.636,0.153945,0.665706,0.359153,0.439637,0.460000,0.513902,0.960000,0.776978,1.000000,0.000214,1.904272
3.652,0.148472,0.662422,0.359293,0.439697,0.460000,0.513906,0.960000,0.762344,1.000000,0.000206,1.902970
3.669,0.143327,0.659334,0.359434,0.439757,0.460000,0.513909,0.960000,0.746461,1.000000,0.000199,1.901567
3.686,0.137865,0.656057,0.359575,0.439818,0.460000,0.513913,0.960000,0.730281,1.000000,0.000192,1.900064
3.703,0.132408,0.652783,0.359715,0.439878,0.460000,0.513916,0.960000,0.713862,1.000000,0.000184,1.898466
3.719,0.126957,0.649513,0.359855,0.439938,0.460000,0.513919,0.960000,0.698230,1.000000,0.000178,1.896780
3.736,0.121832,0.646437,0.359996,0.439998,0.460000,0.513922,0.960000,0.682467,1.000000,0.000171,1.895017
3.752,0.116711,0.643365,0.360136,0.440058,0.460000,0.513924,0.960000,0.666602,1.000000,0.000165,1.893178
3.768,0.111596,0.640296,0.360275,0.440118,0.460000,0.513927,0.960000,0.649671,1.000000,0.000159,1.891267
3.785,0.106167,0.637039,0.360415,0.440178,0.460000,0.513930,0.960000,0.633690,1.000000,0.000154,1.889286
3.802,0.101062,0.633976,0.360555,0.440238,0.460000,0.513932,0.960000,0.616692,1.000000,0.000148,1.887245
3.817,0.095644,0.630725,0.360694,0.440297,0.460000,0.513935,0.959743,0.600696,1.000000,0.000143,1.885146
3.834,0.090549,0.627668,0.360833,0.440357,0.460000,0.513937,0.959081,0.583721,1.000000,0.000138,1.882998
3.851,0.085142,0.624423,0.360973,0.440417,0.460000,0.513939,0.958090,0.567782,1.000000,0.000132,1.880802
3.867,0.080057,0.621373,0.361112,0.440476,0.460000,0.513942,0.956774,0.551888,1.000000,0.000128,1.878568
3.882,0.074978,0.618325,0.361251,0.440536,0.460000,0.513944,0.955151,0.536050,1.000000,0.000123,1.876300
3.898,0.069904,0.615281,0.361389,0.440595,0.460000,0.513946,0.953239,0.520276,1.000000,0.000119,1.874002
3.915,0.064834,0.612239,0.361528,0.440655,0.460000,0.513948,0.950895,0.503595,1.000000,0.000115,1.871673
