t,px,py,vx,vy,hx,hy,ax,ay,action_hx,action_hy
0.020,0.500000,0.500000,0.675000,0.575000,0.044444,0.500000,0.946111,0.500000,0.000000,0.000000
0.033,0.505289,0.504080,0.674825,0.574925,0.044444,0.500000,0.937233,0.500786,0.000000,0.000000
0.049,0.510262,0.507916,0.674650,0.574850,0.044444,0.500000,0.928394,0.502478,0.000000,0.000000
0.066,0.515230,0.511748,0.674476,0.574775,0.044444,0.500000,0.919101,0.505512,0.000000,0.000000
0.083,0.520503,0.515816,0.674301,0.574700,0.044444,0.500000,0.910586,0.510106,0.000000,0.000000
0.098,0.525460,0.519641,0.674127,0.574626,0.044444,0.500000,0.902637,0.517266,0.000000,0.000000
0.114,0.530413,0.523462,0.673953,0.574551,0.044444,0.500000,0.897231,0.529967,0.000000,0.000000
0.131,0.535361,0.527279,0.673779,0.574477,0.044444,0.500000,0.905544,0.521896,0.000000,0.000000
0.148,0.540613,0.531330,0.673605,0.574402,0.044444,0.500000,0.898681,0.533575,0.000000,0.000000
0.164,0.545860,0.535378,0.673431,0.574328,0.044444,0.500000,0.905761,0.543249,0.000000,0.000000
0.181,0.550793,0.539183,0.673258,0.574253,0.044444,0.500000,0.896968,0.537043,0.000000,0.000000
0.198,0.556029,0.543223,0.673085,0.574179,0.044444,0.500000,0.903220,0.549786,0.000000,0.000000
0.215,0.561260,0.547258,0.672912,0.574105,0.044444,0.500000,0.894563,0.542990,0.000000,0.000000
0.231,0.566486,0.551289,0.672739,0.574031,0.044444,0.500000,0.901342,0.553338,0.000000,0.000000
0.248,0.571400,0.555080,0.672566,0.573957,0.044444,0.500000,0.893680,0.563278,0.000000,0.000000
0.277,0.576615,0.559103,0.672393,0.573883,0.044444,0.500000,0.908805,0.553287,0.000000,0.000000
0.294,0.585503,0.565959,0.672221,0.573809,0.044444,0.500000,0.901863,0.563278,0.000000,0.000000
0.310,0.590402,0.569738,0.672049,0.573735,0.044444,0.500000,0.897512,0.578367,0.000000,0.000000
0.326,0.595601,0.573750,0.671877,0.573661,0.044444,0.500000,0.903700,0.566882,0.000000,0.000000
0.342,0.600490,0.577521,0.671705,0.573588,0.044444,0.500000,0.898984,0.580443,0.000000,0.000000
0.358,0.605374,0.581289,0.671533,0.573514,0.044444,0.500000,0.907053,0.587155,0.000000,0.000000
0.374,0.610253,0.585053,0.671362,0.573441,0.044444,0.500000,0.898283,0.584541,0.000000,0.000000
0.390,0.615128,0.588813,0.671190,0.573367,0.044444,0.500000,0.903493,0.597505,0.000000,0.000000
0.407,0.619997,0.592569,0.671019,0.573294,0.044444,0.500000,0.896064,0.587008,0.000000,0.000000
0.423,0.625166,0.596556,0.670848,0.573221,0.044444,0.500000,0.901361,0.599857,0.000000,0.000000
0.440,0.630025,0.600305,0.670677,0.573147,0.044444,0.500000,0.892070,0.602917,0.000000,0.000000
0.457,0.635184,0.604284,0.670506,0.573074,0.044444,0.500000,0.901472,0.604538,0.000000,0.000000
0.473,0.640337,0.608260,0.670336,0.573001,0.044444,0.500000,0.896317,0.617573,0.000000,0.000000
0.490,0.645182,0.611997,0.670166,0.572928,0.044444,0.500000,0.903545,0.606631,0.000000,0.000000
0.508,0.650325,0.615965,0.669995,0.572855,0.044444,0.500000,0.898215,0.620665,0.000000,0.000000
0.524,0.655462,0.619928,0.669825,0.572782,0.044444,0.500000,0.907420,0.616865,0.000000,0.000000
0.541,0.660595,0.623887,0.669656,0.572710,0.044444,0.500000,0.899061,0.624776,0.000000,0.000000
0.558,0.665722,0.627843,0.669486,0.572637,0.044444,0.500000,0.903621,0.639664,0.000000,0.000000
0.575,0.670844,0.631794,0.669316,0.572564,0.044444,0.500000,0.897597,0.626570,0.000000,0.000000
0.592,0.675961,0.635742,0.669147,0.572492,0.044444,0.500000,0.901626,0.641946,0.000000,0.000000
0.609,0.681073,0.639685,0.668978,0.572419,0.044444,0.500000,0.894152,0.631553,0.000000,0.000000
0.626,0.686180,0.643625,0.668809,0.572347,0.044444,0.500000,0.900359,0.644366,0.000000,0.000000
0.643,0.691282,0.647560,0.668640,0.572274,0.053218,0.494758,0.898597,0.660048,0.949078,-0.315041
0.659,0.696079,0.651261,0.668472,0.572202,0.062668,0.489933,0.901206,0.643710,0.962051,-0.272868
0.675,0.701171,0.655189,0.668303,0.572130,0.071632,0.485870,0.899554,0.659431,0.969728,-0.244189
0.691,0.705958,0.658882,0.668135,0.572058,0.080666,0.482340,0.906888,0.650390,0.977239,-0.212142
0.708,0.710740,0.662571,0.667967,0.571986,0.090300,0.478894,0.900151,0.662304,0.980818,-0.194925
