t,px,py,vx,vy,hx,hy,ax,ay,action_hx,action_hy
0.004,0.500000,0.500000,0.675000,0.575000,0.044444,0.500000,0.968889,0.504772,0.000000,0.000000
0.020,0.510889,0.508400,0.674825,0.574925,0.044444,0.500000,0.968889,0.507685,0.000000,0.000000
0.035,0.516794,0.512955,0.674650,0.574850,0.044444,0.500000,0.968889,0.510298,0.000000,0.000000
0.051,0.521762,0.516788,0.674476,0.574775,0.044444,0.500000,0.968889,0.513224,0.000000,0.000000
0.068,0.527035,0.520856,0.674301,0.574700,0.044444,0.500000,0.968889,0.516316,0.000000,0.000000
0.085,0.532303,0.524919,0.674127,0.574626,0.044444,0.500000,0.968889,0.519364,0.000000,0.000000
0.101,0.537256,0.528740,0.673953,0.574551,0.044444,0.500000,0.968889,0.522607,0.000000,0.000000
0.117,0.542204,0.532557,0.673779,0.574477,0.044444,0.500000,0.968889,0.526270,0.000000,0.000000
0.134,0.547456,0.536609,0.673605,0.574402,0.044444,0.500000,0.968889,0.529947,0.000000,0.000000
0.150,0.552394,0.540418,0.673431,0.574328,0.044444,0.500000,0.968889,0.534095,0.000000,0.000000
0.167,0.557635,0.544461,0.673258,0.574253,0.044444,0.500000,0.968889,0.538251,0.000000,0.000000
0.182,0.562563,0.548263,0.673085,0.574179,0.044444,0.500000,0.968889,0.542659,0.000000,0.000000
0.199,0.567487,0.552061,0.672912,0.574105,0.044444,0.500000,0.968889,0.547331,0.000000,0.000000
0.215,0.572405,0.555855,0.672739,0.574031,0.044444,0.500000,0.968889,0.552281,0.000000,0.000000
0.231,0.577319,0.559646,0.672566,0.573957,0.044444,0.500000,0.968889,0.557850,0.000000,0.000000
0.248,0.582534,0.563669,0.672393,0.573883,0.044444,0.500000,0.968889,0.563419,0.000000,0.000000
0.265,0.587438,0.567452,0.672221,0.573809,0.044444,0.500000,0.968889,0.569681,0.000000,0.000000
0.281,0.592642,0.571467,0.672049,0.573735,0.044444,0.500000,0.968889,0.576328,0.000000,0.000000
