t,px,py,vx,vy,hx,hy,ax,ay,action_hx,action_hy
2.946,0.930046,0.565781,0.509123,0.425178,0.074164,0.544232,0.531111,0.944000,0.000000,0.000000
2.962,0.930322,0.561710,0.509114,0.425253,0.074164,0.544232,0.531111,0.944000,0.000000,0.000000
2.979,0.930581,0.557883,0.509105,0.425328,0.074164,0.544232,0.531111,0.944000,0.000000,0.000000
2.995,0.930857,0.553821,0.509096,0.425403,0.074164,0.544232,0.531111,0.944000,0.000000,0.000000
3.013,0.931131,0.549763,0.509087,0.425477,0.074164,0.544232,0.531111,0.944000,0.000000,0.000000
3.030,0.931406,0.545709,0.509078,0.425552,0.074164,0.544232,0.531111,0.944000,0.000000,0.000000
3.047,0.931680,0.541659,0.509069,0.425626,0.074164,0.544232,0.531111,0.944000,0.000000,0.000000
3.064,0.931954,0.537613,0.509060,0.425701,0.074164,0.544232,0.531111,0.944000,0.000000,0.000000
3.081,0.932228,0.533571,0.509050,0.425775,0.074164,0.544232,0.531111,0.944000,0.000000,0.000000
3.098,0.932502,0.529533,0.509041,0.425849,0.074164,0.544232,0.531111,0.944000,0.000000,0.000000
3.116,0.932791,0.525262,0.509032,0.425923,0.074164,0.544232,0.531111,0.944000,0.000000,0.000000
3.134,0.933064,0.521232,0.509023,0.425997,0.074164,0.544232,0.531111,0.944000,0.000000,0.000000
3.151,0.933353,0.516970,0.509014,0.426071,0.074164,0.544232,0.531111,0.944000,0.000000,0.000000
3.168,0.933625,0.512948,0.509005,0.426145,0.083944,0.542604,0.531111,0.944000,0.995751,-0.092086
3.185,0.933897,0.508931,0.508996,0.426219,0.073555,0.541742,0.531111,0.944000,-0.998940,-0.046030
3.202,0.934185,0.504681,0.508987,0.426293,0.082566,0.538025,0.531111,0.944000,0.974729,-0.223392
3.219,0.934441,0.500907,0.508978,0.426367,0.072744,0.537858,0.531111,0.944000,-0.999956,-0.009425
3.235,0.934712,0.496901,0.508969,0.426440,0.081953,0.536396,0.531111,0.944000,0.996131,-0.087884
3.252,0.934967,0.493135,0.508960,0.426514,0.091599,0.533064,0.531111,0.944000,0.982083,-0.188450
3.269,0.935238,0.489137,0.508951,0.426587,0.101314,0.530452,0.531111,0.944000,0.989025,-0.147749
3.285,0.935509,0.485144,0.508942,0.426661,0.101314,0.530452,0.531111,0.944000,0.000000,0.000000
3.302,0.935763,0.481389,0.508934,0.426734,0.109457,0.520567,0.531111,0.944000,0.829093,-0.559110
3.318,0.936033,0.477403,0.508925,0.426807,0.101043,0.529687,0.531111,0.944000,-0.856667,0.515870
3.335,0.936303,0.473421,0.508916,0.426881,0.108962,0.521103,0.531111,0.944000,0.856667,-0.515870
3.352,0.936556,0.469678,0.508907,0.426954,0.100548,0.530224,0.531111,0.944000,-0.856667,0.515870
3.369,0.936826,0.465704,0.508898,0.427027,0.108962,0.521103,0.531111,0.944000,0.856667,-0.515870
3.385,0.937095,0.461734,0.508889,0.427100,0.101043,0.529687,0.531111,0.944000,-0.856667,0.515870
3.401,0.937347,0.458002,0.508880,0.427173,0.108962,0.521103,0.531111,0.944000,0.856667,-0.515870
3.418,0.937600,0.454273,0.508871,0.427245,0.100548,0.530224,0.531111,0.944000,-0.856667,0.515870
3.435,0.937868,0.450315,0.508862,0.427318,0.108962,0.521103,0.531111,0.944000,0.856667,-0.515870
3.452,0.938136,0.446361,0.508853,0.427391,0.100548,0.530224,0.531111,0.944000,-0.856667,0.515870
3.469,0.938403,0.442411,0.508845,0.427463,0.108962,0.521103,0.531111,0.944000,0.856667,-0.515870
3.486,0.938671,0.438465,0.508836,0.427536,0.100548,0.530224,0.531111,0.944000,-0.856667,0.515870
3.503,0.938938,0.434523,0.508827,0.427608,0.108962,0.521103,0.531111,0.944000,0.856667,-0.515870
3.519,0.939205,0.430585,0.508818,0.427681,0.101043,0.529687,0.531111,0.944000,-0.856667,0.515870
3.536,0.939455,0.426882,0.508809,0.427753,0.109457,0.520567,0.531111,0.944000,0.856667,-0.515870
3.553,0.939722,0.422952,0.508800,0.427825,0.101043,0.529687,0.531111,0.944000,-0.856667,0.515870
3.569,0.939988,0.419026,0.508792,0.427898,0.108962,0.521103,0.531111,0.944000,0.856667,-0.515870
3.586,0.940238,0.415334,0.508783,0.427970,0.100548,0.530224,0.531111,0.944000,-0.856667,0.515870
3.603,0.940503,0.411416,0.508774,0.428042,0.108962,0.521103,0.531111,0.944000,0.856667,-0.515870
3.620,0.940768,0.407501,0.508765,0.428114,0.100548,0.530224,0.531111,0.944000,-0.856667,0.515870
3.636,0.941033,0.403591,0.508757,0.428186,0.108467,0.521640,0.531111,0.944000,0.856667,-0.515870
3.652,0.941282,0.399914,0.508748,0.428257,0.100548,0.530224,0.531111,0.944000,-0.856667,0.515870
3.669,0.941531,0.396241,0.508739,0.428329,0.108962,0.521103,0.531111,0.944000,0.856667,-0.515870
3.686,0.941795,0.392342,0.508730,0.428401,0.100548,0.530224,0.531111,0.944000,-0.856667,0.515870
3.703,0.942059,0.388447,0.508722,0.428472,0.108962,0.521103,0.531111,0.944000,0.856667,-0.515870
3.720,0.942323,0.384556,0.508713,0.428544,0.100548,0.530224,0.531111,0.944000,-0.856667,0.515870
3.737,0.942586,0.380668,0.508704,0.428615,0.108962,0.521103,0.531111,0.944000,0.856667,-0.515870
3.754,0.942849,0.376785,0.508695,0.428687,0.100548,0.530224,0.531111,0.944000,-0.856667,0.515870
3.771,0.943112,0.372906,0.508687,0.428758,0.108962,0.521103,0.531111,0.944000,0.856667,-0.515870
3.788,0.943374,0.369030,0.508678,0.428829,0.100053,0.530760,0.531111,0.944000,-0.856667,0.515870
3.805,0.943652,0.364931,0.508669,0.428900,0.107972,0.522176,0.531111,0.944000,0.856667,-0.515870
3.822,0.943899,0.361290,0.508661,0.428972,0.099558,0.531297,0.531111,0.944000,-0.856667,0.515870
3.838,0.944160,0.357426,0.508652,0.429043,0.107477,0.522713,0.531111,0.944000,0.856667,-0.515870
3.854,0.944407,0.353793,0.508643,0.429114,0.099558,0.531297,0.531111,0.944000,-0.856667,0.515870
3.871,0.944652,0.350164,0.508635,0.429184,0.107972,0.522176,0.531111,0.944000,0.856667,-0.515870
3.888,0.944913,0.346312,0.508626,0.429255,0.099558,0.531297,0.531111,0.944000,-0.856667,0.515870
3.905,0.945174,0.342463,0.508617,0.429326,0.107972,0.522176,0.531111,0.944000,0.856667,-0.515870
3.921,0.945434,0.338618,0.508609,0.429397,0.100053,0.530760,0.531111,0.944000,-0.856667,0.515870
3.938,0.945679,0.335003,0.508600,0.429467,0.108467,0.521640,0.531111,0.944000,0.856667,-0.515870
3.954,0.945939,0.331166,0.508592,0.429538,0.100548,0.530224,0.531111,0.944000,-0.856667,0.515870
3.970,0.946184,0.327559,0.508583,0.429608,0.108467,0.521640,0.531111,0.944000,0.856667,-0.515870
3.987,0.946428,0.323955,0.508574,0.429679,0.100053,0.530760,0.531111,0.944000,-0.856667,0.515870
4.004,0.946687,0.320129,0.508566,0.429749,0.103702,0.514346,0.531111,0.944000,0.371526,-0.928422
4.021,0.946946,0.316308,0.508557,0.429819,0.095891,0.525065,0.531111,0.944000,-0.795257,0.606273
4.037,0.947204,0.312490,0.508549,0.429889,0.087505,0.518060,0.531111,0.944000,-0.907080,-0.420958
4.054,0.947448,0.308900,0.508540,0.429960,0.077683,0.517968,0.531111,0.944000,-0.999986,-0.005199
4.071,0.947706,0.305090,0.508532,0.430030,0.068922,0.509976,0.531111,0.944000,-0.892003,-0.452030
4.088,0.947964,0.301284,0.508523,0.430100,0.059100,0.510080,0.531111,0.944000,-0.999983,0.005906
4.105,0.948221,0.297481,0.508515,0.430169,0.068344,0.509905,0.531111,0.944000,0.999944,-0.010556
4.121,0.948463,0.293906,0.508506,0.430239,0.059086,0.503999,0.531111,0.944000,-0.942565,-0.334023
4.137,0.948720,0.290111,0.508498,0.430309,0.067190,0.512005,0.531111,0.944000,0.876667,0.481097
