t,px,py,vx,vy,hx,hy,ax,ay,action_hx,action_hy,ai_error_avg
0.866,0.836538,0.701923,0.666128,0.571198,0.134855,0.585650,0.957708,0.944000,-0.852208,0.523204,1.914874
0.882,0.842613,0.705568,0.665962,0.571127,0.146441,0.581935,0.957647,0.944000,0.974758,-0.223265,1.914798
0.898,0.848683,0.709210,0.665796,0.571055,0.135378,0.590461,0.955954,0.944000,-0.876023,0.482270,1.914041
0.915,0.855125,0.713075,0.665630,0.570984,0.147940,0.588647,0.955942,0.944000,0.994723,-0.102594,1.914235
0.932,0.861561,0.716937,0.665465,0.570913,0.135378,0.590461,0.954005,0.944000,-0.994723,0.102594,1.913689
0.949,0.867991,0.720794,0.665299,0.570843,0.147940,0.588647,0.953826,0.944000,0.994723,-0.102594,1.914064
0.965,0.874414,0.724648,0.665134,0.570772,0.136117,0.590354,0.951935,0.944000,-0.994723,0.102594,1.913824
0.982,0.880453,0.728272,0.664969,0.570701,0.148679,0.588540,0.951738,0.944000,0.994723,-0.102594,1.914418
0.999,0.886863,0.732118,0.664804,0.570630,0.136117,0.590354,0.949600,0.944000,-0.994723,0.102594,1.914442
1.015,0.893267,0.735960,0.664639,0.570560,0.148679,0.588540,0.949272,0.944000,0.994723,-0.102594,1.915213
1.033,0.899664,0.739799,0.664474,0.570489,0.136117,0.590354,0.947003,0.944000,-0.994723,0.102594,1.915508
1.049,0.906055,0.743633,0.664310,0.570419,0.147940,0.588647,0.946467,0.944000,0.994723,-0.102594,1.916415
1.066,0.912064,0.747239,0.664146,0.570348,0.136037,0.582743,0.944021,0.944000,-0.942585,-0.333966,1.916950
1.082,0.918443,0.751065,0.663981,0.570278,0.145072,0.571931,0.942893,0.944000,0.760154,-0.649743,1.917906
1.098,0.924440,0.754664,0.663817,0.570207,0.135780,0.582308,0.940433,0.944000,-0.781709,0.623643,1.918669
1.114,0.930431,0.758258,0.663654,0.570137,0.143015,0.569105,0.938881,0.944000,0.608635,-0.793450,1.919700
1.131,0.936416,0.761849,0.663490,0.570067,0.135669,0.554724,0.935988,0.944000,-0.581630,-0.813454,1.920620
1.147,0.942768,0.765661,0.663327,0.569997,0.144493,0.565872,0.934512,0.944000,0.742381,0.669978,1.921733
1.165,0.948741,0.769245,0.663163,0.569927,0.142427,0.548430,0.932484,0.944000,-0.163597,-0.986527,1.922825
1.181,0.955082,0.773049,0.663000,0.569857,0.141991,0.530761,0.930235,0.944000,-0.034557,-0.999403,1.923897
1.198,0.961415,0.776849,0.662837,0.569787,0.140633,0.513183,0.927620,0.944000,-0.107514,-0.994204,1.924934
1.215,0.967743,0.780646,0.662674,0.569718,0.138241,0.495823,0.924475,0.944000,-0.189378,-0.981904,1.925932
1.233,0.974064,0.784438,0.662512,0.569648,0.134532,0.480014,0.920851,0.944000,-0.312113,-0.950045,1.926894
1.248,0.980007,0.788004,0.662349,0.569578,0.129616,0.463729,0.916016,0.944000,-0.389219,-0.921145,1.927835
1.265,0.982857,0.791789,0.337813,0.569509,0.124354,0.447657,0.910298,0.944000,-0.416692,-0.909048,1.928760
1.282,0.976555,0.795570,0.337976,0.569439,0.118316,0.432128,0.904280,0.944000,-0.478113,-0.878298,1.929668
1.299,0.970259,0.799348,0.338138,0.569370,0.111523,0.417224,0.897907,0.944000,-0.537905,-0.843005,1.930558
1.316,0.963970,0.803122,0.338299,0.569300,0.103789,0.403247,0.890987,0.944000,-0.612412,-0.790538,1.931424
1.332,0.957686,0.806892,0.338461,0.569231,0.095378,0.391491,0.883988,0.944000,-0.707688,-0.706525,1.932259
1.348,0.951779,0.810436,0.338623,0.569162,0.085557,0.382119,0.876518,0.944000,-0.826308,-0.563218,1.933057
1.364,0.945877,0.813977,0.338784,0.569093,0.073801,0.375659,0.868138,0.944000,-0.930862,-0.365371,1.933820
1.382,0.939613,0.817736,0.338945,0.569023,0.061176,0.376052,0.859613,0.944000,-0.999752,0.022256,1.934573
1.399,0.933354,0.821491,0.339106,0.568954,0.050037,0.384382,0.851127,0.944000,-0.882059,0.471139,1.935327
1.416,0.927103,0.825242,0.339267,0.568886,0.062656,0.383704,0.843782,0.944000,0.999263,-0.038383,1.936060
1.432,0.920857,0.828989,0.339428,0.568817,0.052186,0.391580,0.836813,0.944000,-0.880893,0.473316,1.936767
1.449,0.914985,0.832513,0.339588,0.568748,0.061935,0.402818,0.830717,0.944000,0.771976,0.635651,1.937308
1.466,0.908751,0.836253,0.339749,0.568679,0.049361,0.404455,0.824237,0.944000,-0.995701,0.092620,1.937865
1.482,0.902525,0.839989,0.339909,0.568610,0.050044,0.421068,0.818893,0.944000,0.057486,0.998346,1.938262
1.499,0.896670,0.843502,0.340069,0.568542,0.049998,0.438748,0.813923,0.944000,-0.003631,0.999993,1.938494
1.516,0.890455,0.847230,0.340229,0.568473,0.050001,0.456428,0.809641,0.944000,0.000241,1.000000,1.938550
1.533,0.884247,0.850955,0.340389,0.568405,0.049996,0.474108,0.805870,0.944000,-0.000434,1.000000,1.938468
1.549,0.878045,0.854676,0.340549,0.568336,0.050013,0.457468,0.802668,0.944000,0.001491,-0.999999,1.938285
1.566,0.872214,0.858175,0.340708,0.568268,0.051120,0.475080,0.799726,0.944000,0.087594,0.996156,1.937983
1.583,0.866024,0.861889,0.340867,0.568200,0.054320,0.492183,0.797315,0.944000,0.253421,0.967356,1.937550
1.599,0.859841,0.865599,0.341026,0.568132,0.054258,0.509862,0.795167,0.944000,-0.004873,0.999988,1.937072
1.617,0.853663,0.869305,0.341185,0.568063,0.062973,0.522658,0.793826,0.944000,0.690102,0.723713,1.936403
1.635,0.847492,0.873008,0.341344,0.567995,0.049630,0.521449,0.791868,0.944000,-0.997913,-0.064577,1.935953
1.652,0.840965,0.876925,0.341503,0.567927,0.056722,0.536078,0.790679,0.944000,0.561562,0.827435,1.935382
1.668,0.834806,0.880620,0.341661,0.567859,0.057973,0.553671,0.789714,0.944000,0.099107,0.995077,1.934845
1.687,0.828653,0.884311,0.341820,0.567792,0.057973,0.553671,0.789039,0.944000,0.000000,0.000000,1.934347
1.703,0.822507,0.887999,0.341978,0.567724,0.060135,0.571090,0.788602,0.944000,0.171210,0.985235,1.933934
1.719,0.820333,0.885132,0.342136,0.567656,0.063998,0.586827,0.788212,0.944000,0.324966,0.945726,1.933675
1.736,0.817995,0.882301,0.342294,0.567588,0.068303,0.603448,0.787915,0.944000,0.340901,0.940099,1.933539
1.753,0.814806,0.879949,0.342451,0.567521,0.071531,0.620540,0.787529,0.944000,0.255594,0.966784,1.933580
1.769,0.811402,0.877241,0.342609,0.567453,0.074805,0.636536,0.786881,0.944000,0.275482,0.961306,1.933814
1.786,0.807910,0.874530,0.342766,0.567386,0.082092,0.650976,0.786153,0.944000,0.577029,0.816724,1.934159
1.803,0.803563,0.872567,0.342924,0.567318,0.078384,0.667877,0.784726,0.944000,-0.293595,0.955930,1.934661
1.820,0.798908,0.870737,0.343081,0.567251,0.090354,0.673512,0.783773,0.944000,0.947852,0.318711,1.935176
1.837,0.793948,0.868887,0.343238,0.567184,0.091864,0.691065,0.782387,0.944000,0.119570,0.992826,1.935748
1.855,0.788634,0.867495,0.343394,0.567117,0.101412,0.702637,0.781185,0.944000,0.756012,0.654558,1.936321
1.872,0.783010,0.866402,0.343551,0.567050,0.089858,0.695499,0.779531,0.944000,-0.914866,-0.403757,1.936861
1.889,0.777121,0.865809,0.343707,0.566983,0.098693,0.708132,0.778004,0.944000,0.699618,0.714517,1.937352
1.905,0.771005,0.865654,0.343864,0.566916,0.107070,0.719937,0.776693,0.944000,0.704748,0.709458,1.937772
1.921,0.765060,0.865846,0.344020,0.566849,0.096567,0.710121,0.775000,0.944000,-0.831704,-0.555219,1.938052
1.939,0.758672,0.866906,0.344176,0.566782,0.106771,0.720537,0.773600,0.944000,0.808037,0.589132,1.938234
1.954,0.752220,0.868490,0.344332,0.566715,0.097167,0.710734,0.772069,0.944000,-0.808037,-0.589132,1.938206
1.970,0.746527,0.871906,0.344487,0.566648,0.106771,0.720537,0.770836,0.944000,0.808037,0.589132,1.938050
1.987,0.740146,0.873259,0.344643,0.566582,0.096567,0.710121,0.769278,0.944000,-0.808037,-0.589132,1.937628
2.005,0.734109,0.876881,0.344798,0.566515,0.107323,0.719385,0.768120,0.944000,0.851717,0.524002,1.937059
2.022,0.728078,0.880499,0.344953,0.566449,0.111452,0.701580,0.767743,0.944000,0.308812,-0.951123,1.936428
2.038,0.721699,0.884327,0.345108,0.566382,0.118091,0.716620,0.767395,0.944000,0.525716,0.850660,1.935490
2.057,0.715680,0.887938,0.345263,0.566316,0.120362,0.699228,0.767735,0.944000,0.179842,-0.983695,1.934460
2.073,0.709668,0.891546,0.345418,0.566249,0.131424,0.690699,0.769002,0.944000,0.875949,-0.482403,1.933415
2.090,0.703661,0.895150,0.345573,0.566183,0.140597,0.701280,0.770443,0.944000,0.771804,0.635861,1.932172
2.107,0.698014,0.898538,0.345727,0.566117,0.144008,0.684257,0.772542,0.944000,0.270045,-0.962848,1.930869
2.123,0.692019,0.902135,0.345881,0.566051,0.155540,0.691461,0.775111,0.944000,0.913219,0.407469,1.929489
2.140,0.686030,0.905728,0.346036,0.565985,0.159177,0.674530,0.778136,0.944000,0.287967,-0.957640,1.928058
2.156,0.680048,0.909318,0.346189,0.565919,0.168385,0.685052,0.781212,0.944000,0.774703,0.632325,1.926536
2.172,0.674423,0.912693,0.346343,0.565853,0.177635,0.674603,0.784864,0.944000,0.778272,-0.627927,1.925082
2.189,0.668803,0.916064,0.346497,0.565787,0.186449,0.687264,0.788921,0.944000,0.697953,0.716143,1.923571
2.207,0.662839,0.919643,0.346650,0.565721,0.185233,0.668622,0.793381,0.944000,-0.090977,-0.995853,1.922008
2.223,0.656529,0.923429,0.346804,0.565656,0.189283,0.684266,0.797206,0.944000,0.340743,0.940157,1.920300
2.239,0.650927,0.926790,0.346957,0.565590,0.185233,0.668622,0.801003,0.944000,-0.340743,-0.940157,1.918515
2.255,0.645330,0.930149,0.347110,0.565524,0.189283,0.684266,0.804665,0.944000,0.340743,0.940157,1.916623
2.272,0.639738,0.933503,0.347263,0.565459,0.184980,0.667644,0.808535,0.944000,-0.340743,-0.940157,1.914678
2.289,0.633803,0.937064,0.347416,0.565393,0.189536,0.685244,0.812448,0.944000,0.340743,0.940157,1.912627
2.307,0.627526,0.940831,0.347568,0.565328,0.185233,0.668622,0.816137,0.944000,-0.340743,-0.940157,1.910536
2.323,0.621603,0.944385,0.347721,0.565263,0.189283,0.684266,0.819328,0.944000,0.340743,0.940157,1.908309
2.340,0.616033,0.947726,0.347873,0.565197,0.184980,0.667644,0.822780,0.944000,-0.340743,-0.940157,1.906085
2.356,0.610122,0.951273,0.348025,0.565132,0.189283,0.684266,0.825883,0.944000,0.340743,0.940157,1.903716
2.373,0.604217,0.954816,0.348177,0.565067,0.185233,0.668622,0.828846,0.944000,-0.340743,-0.940157,1.901351
2.390,0.598665,0.958148,0.348329,0.565002,0.189536,0.685244,0.831663,0.944000,0.340743,0.940157,1.898856
2.406,0.592771,0.961684,0.348481,0.564937,0.185486,0.669600,0.834360,0.944000,-0.340743,-0.940157,1.896375
2.423,0.587230,0.965008,0.348632,0.564872,0.189789,0.686222,0.836903,0.944000,0.340743,0.940157,1.893773
2.439,0.581348,0.968538,0.348783,0.564807,0.185486,0.669600,0.839510,0.944000,-0.340743,-0.940157,1.891195
2.456,0.575472,0.972063,0.348935,0.564742,0.189789,0.686222,0.841945,0.944000,0.340743,0.940157,1.888555
2.474,0.569602,0.975585,0.349086,0.564678,0.183328,0.671031,0.844243,0.944000,-0.511613,-0.859216,1.885869
2.492,0.563738,0.976000,0.349237,0.435387,0.188420,0.688341,0.848547,0.944000,0.380773,0.924669,1.883867
2.509,0.557535,0.972278,0.349387,0.435452,0.179165,0.700370,0.852216,0.944000,-0.732867,0.680371,1.881801
2.527,0.551683,0.968767,0.349538,0.435516,0.191175,0.705835,0.856486,0.944000,0.951027,0.309108,1.880013
2.543,0.545836,0.965259,0.349688,0.435581,0.184456,0.720804,0.860473,0.944000,-0.532055,0.846710,1.878190
2.559,0.539996,0.961755,0.349839,0.435645,0.186304,0.737242,0.864331,0.944000,0.155491,0.987837,1.876465
2.576,0.534504,0.958460,0.349989,0.435710,0.185338,0.754870,0.868410,0.944000,-0.076475,0.997072,1.874787
2.592,0.528675,0.954962,0.350139,0.435774,0.189308,0.770554,0.872445,0.944000,0.334062,0.942551,1.873229
2.608,0.523194,0.951674,0.350289,0.435838,0.185686,0.787491,0.876590,0.944000,-0.286875,0.957968,1.871673
2.626,0.517377,0.948183,0.350439,0.435902,0.194925,0.775439,0.881175,0.944000,0.731641,-0.681691,1.870303
2.643,0.511566,0.944696,0.350588,0.435966,0.197009,0.792877,0.885849,0.944000,0.164977,0.986297,1.869002
2.659,0.505760,0.941213,0.350738,0.436030,0.201967,0.807999,0.890311,0.944000,0.417178,0.908825,1.867761
2.675,0.500301,0.937938,0.350887,0.436094,0.205503,0.792113,0.894922,0.944000,0.297452,-0.954737,1.866604
2.691,0.494848,0.934666,0.351036,0.436158,0.205738,0.809790,0.899685,0.944000,0.018657,0.999826,1.865438
2.709,0.489060,0.931193,0.351185,0.436222,0.205738,0.809790,0.904127,0.944000,0.000000,0.000000,1.864293
2.724,0.483617,0.927927,0.351334,0.436286,0.205738,0.809790,0.908533,0.944000,0.000000,0.000000,1.863167
2.740,0.478180,0.924665,0.351482,0.436350,0.205738,0.809790,0.912902,0.944000,0.000000,0.000000,1.862059
2.757,0.472749,0.921406,0.351631,0.436413,0.205738,0.809790,0.917505,0.944000,0.000000,0.000000,1.860968
2.774,0.466983,0.917947,0.351779,0.436477,0.205738,0.809790,0.922062,0.944000,0.000000,0.000000,1.859891
2.791,0.461224,0.914492,0.351927,0.436540,0.205738,0.809790,0.926553,0.944000,0.000000,0.000000,1.858823
2.808,0.455470,0.911039,0.352076,0.436604,0.205738,0.809790,0.931006,0.944000,0.000000,0.000000,1.857770
2.824,0.449722,0.907591,0.352223,0.436667,0.211213,0.795020,0.935357,0.944000,0.460619,-0.887598,1.856790
2.842,0.444318,0.904348,0.352371,0.436731,0.205054,0.811636,0.940052,0.944000,-0.460619,0.887598,1.855780
2.859,0.438244,0.900704,0.352519,0.436794,0.210871,0.795943,0.944647,0.944000,0.460619,-0.887598,1.854839
2.875,0.432514,0.897265,0.352666,0.436857,0.205396,0.810713,0.948831,0.944000,-0.460619,0.887598,1.853879
2.891,0.427125,0.894032,0.352814,0.436920,0.210871,0.795943,0.953157,0.944000,0.460619,-0.887598,1.852980
2.908,0.421742,0.890803,0.352961,0.436983,0.207613,0.813025,0.957654,0.944000,-0.257952,0.966158,1.852075
2.925,0.416029,0.887375,0.353108,0.437046,0.220016,0.809694,0.960000,0.944000,0.982091,-0.188405,1.851270
2.941,0.410321,0.883950,0.353255,0.437109,0.214512,0.825607,0.960000,0.944000,-0.435795,0.900046,1.850451
2.959,0.404619,0.880529,0.353402,0.437172,0.227137,0.826050,0.960000,0.944000,0.999685,0.025081,1.849747
2.975,0.398923,0.877111,0.353548,0.437235,0.236444,0.836400,0.960000,0.944000,0.783033,0.621980,1.849196
2.991,0.393567,0.873897,0.353695,0.437298,0.247759,0.841491,0.960000,0.944000,0.952033,0.305996,1.848787
3.007,0.388216,0.870687,0.353841,0.437360,0.236596,0.847204,0.960000,0.944000,-0.939224,0.343304,1.848351
3.024,0.382871,0.867480,0.353987,0.437423,0.248932,0.850987,0.960000,0.944000,0.976845,0.213947,1.848054
3.040,0.377197,0.864075,0.354133,0.437486,0.254234,0.865880,0.960000,0.944000,0.446037,0.895014,1.847883
3.057,0.371863,0.860875,0.354279,0.437548,0.266857,0.866402,0.960000,0.944000,0.999564,0.029526,1.847825
3.073,0.366200,0.857477,0.354425,0.437611,0.258451,0.878167,0.960000,0.944000,-0.707163,0.707050,1.847786
3.089,0.360876,0.854283,0.354570,0.437673,0.270935,0.875494,0.960000,0.944000,0.988504,-0.151193,1.847838
3.106,0.355225,0.850892,0.354716,0.437735,0.282787,0.876749,0.960000,0.944000,0.997152,0.075417,1.847983
3.122,0.349912,0.847704,0.354861,0.437798,0.294479,0.873758,0.960000,0.944000,0.983715,-0.179735,1.848197
3.138,0.344604,0.844520,0.355006,0.437860,0.305547,0.879821,0.960000,0.944000,0.931248,0.364386,1.848496
3.155,0.366544,0.816715,0.822034,0.136497,0.316352,0.870670,0.960000,0.933063,0.855598,-0.517641,1.848355
3.173,0.379057,0.796941,0.821712,0.136860,0.328097,0.864170,0.960000,0.922202,0.929965,-0.367647,1.848198
3.189,0.391558,0.777186,0.821390,0.137223,0.339711,0.857228,0.960000,0.911596,0.919688,-0.392650,1.848053
3.205,0.404046,0.757451,0.821069,0.137586,0.350732,0.850999,0.960000,0.901781,0.927299,-0.374321,1.847906
3.222,0.415788,0.738895,0.820748,0.137949,0.362229,0.843681,0.960000,0.891519,0.910320,-0.413904,1.847754
3.238,0.428251,0.719200,0.820427,0.138311,0.372964,0.836539,0.960000,0.881915,0.903214,-0.429191,1.847577
3.255,0.439970,0.700681,0.820107,0.138672,0.383902,0.827702,0.960000,0.871707,0.866123,-0.499831,1.847365
3.272,0.452408,0.681025,0.819787,0.139034,0.394190,0.817450,0.960000,0.861836,0.814687,-0.579901,1.847169
3.289,0.464834,0.661388,0.819467,0.139395,0.403222,0.805092,0.960000,0.852361,0.715181,-0.698939,1.846995
3.305,0.477248,0.641771,0.819147,0.139755,0.411250,0.792822,0.960000,0.843845,0.675477,-0.737381,1.846842
3.322,0.488920,0.623327,0.818828,0.140116,0.417566,0.777512,0.960000,0.835128,0.500078,-0.865980,1.846695
3.339,0.501308,0.603749,0.818510,0.140475,0.408456,0.789756,0.960000,0.826103,-0.721376,0.692544,1.846455
3.355,0.513685,0.584191,0.818191,0.140835,0.417566,0.777512,0.960000,0.817424,0.721376,-0.692544,1.846218
3.372,0.526049,0.564652,0.817873,0.141194,0.408456,0.789756,0.960000,0.808319,-0.721376,0.692544,1.845864
3.390,0.538400,0.545133,0.817555,0.141553,0.417566,0.777512,0.960000,0.799504,0.721376,-0.692544,1.845501
3.406,0.550740,0.525634,0.817237,0.141911,0.408992,0.789036,0.960000,0.790797,-0.721376,0.692544,1.845010
3.422,0.562342,0.507300,0.816920,0.142269,0.417566,0.777512,0.960000,0.782256,0.721376,-0.692544,1.844493
3.439,0.573932,0.488984,0.816603,0.142627,0.408456,0.789756,0.960000,0.772766,-0.721376,0.692544,1.843846
3.455,0.586234,0.469543,0.816287,0.142985,0.416082,0.776993,0.960000,0.763668,0.641675,-0.766977,1.843103
3.472,0.597801,0.451264,0.815970,0.143342,0.404358,0.783562,0.960000,0.753771,-0.928425,0.371519,1.842253
3.488,0.610079,0.431861,0.815654,0.143698,0.414762,0.773541,0.960000,0.743319,0.823870,-0.566779,1.841222
3.505,0.622344,0.412479,0.815339,0.144055,0.407954,0.759901,0.960000,0.733455,-0.572767,-0.819718,1.840113
3.522,0.633877,0.394254,0.815023,0.144411,0.400059,0.746103,0.960000,0.723045,-0.625211,-0.780456,1.838949
3.540,0.646118,0.374910,0.814708,0.144766,0.391613,0.732958,0.960000,0.712730,-0.668757,-0.743481,1.837727
3.556,0.658346,0.355585,0.814394,0.145121,0.383663,0.720589,0.960000,0.703676,-0.668911,-0.743342,1.836570
3.573,0.669844,0.337416,0.814079,0.145476,0.375084,0.707614,0.960000,0.694146,-0.679325,-0.733837,1.835351
3.589,0.682048,0.318130,0.813765,0.145831,0.366882,0.695571,0.960000,0.685284,-0.690052,-0.723760,1.834068
3.605,0.693523,0.299996,0.813451,0.146185,0.358385,0.682491,0.960000,0.675929,-0.672827,-0.739800,1.832712
3.622,0.705703,0.280749,0.813138,0.146539,0.350175,0.669058,0.960000,0.666646,-0.650142,-0.759813,1.831277
3.638,0.717871,0.261520,0.812825,0.146892,0.342295,0.656601,0.960000,0.657799,-0.663000,-0.748619,1.829720
3.654,0.729311,0.243441,0.812512,0.147245,0.334456,0.644093,0.960000,0.648829,-0.659542,-0.751668,1.828043
3.671,0.740740,0.225380,0.812199,0.147598,0.326203,0.630710,0.960000,0.639151,-0.653473,-0.756950,1.826239
3.687,0.752871,0.206209,0.811887,0.147950,0.318531,0.618001,0.960000,0.629934,-0.645457,-0.763796,1.824307
3.705,0.764277,0.188184,0.811575,0.148302,0.310318,0.604570,0.960000,0.619988,-0.650348,-0.759636,1.822243
3.722,0.776384,0.169052,0.811264,0.148654,0.302105,0.591140,0.960000,0.609897,-0.650348,-0.759636,1.820040
3.738,0.788479,0.149939,0.810953,0.149006,0.294210,0.577342,0.960000,0.599767,-0.625240,-0.780432,1.817723
3.755,0.800562,0.130845,0.810642,0.149357,0.286314,0.563544,0.960000,0.589872,-0.625240,-0.780432,1.815360
3.773,0.812632,0.111770,0.810331,0.149707,0.278009,0.550224,0.960000,0.580269,-0.657601,-0.753366,1.812964
3.789,0.824691,0.092714,0.810021,0.150057,0.285509,0.564448,0.960000,0.571444,0.593913,0.804529,1.810649
3.806,0.836738,0.073677,0.809711,0.150407,0.278464,0.549776,0.960000,0.562919,-0.557912,-0.829900,1.808299
3.822,0.848772,0.054659,0.809401,0.150757,0.275714,0.533587,0.960000,0.555116,-0.231374,-0.972865,1.805900
3.839,0.860087,0.036778,0.809091,0.151106,0.263115,0.534801,0.960000,0.547456,-0.997643,0.068617,1.803549
3.856,0.872098,0.024000,0.808782,0.848545,0.269928,0.519914,0.960000,0.533822,0.539512,-0.841978,1.799412
