t,px,py,vx,vy,hx,hy,ax,ay,action_hx,action_hy,ai_error_avg
0.825,0.830552,0.698331,0.666794,0.571483,0.229508,0.397750,0.960000,0.944000,0.920752,-0.390149,1.972588
0.842,0.837033,0.702220,0.666628,0.571412,0.218564,0.404242,0.960000,0.944000,-0.920752,0.390149,1.973028
0.858,0.843127,0.705876,0.666461,0.571340,0.229508,0.397750,0.960000,0.944000,0.920752,-0.390149,1.973391
0.874,0.849215,0.709529,0.666295,0.571269,0.217880,0.404648,0.960000,0.944000,-0.920752,0.390149,1.973752
0.890,0.855677,0.713406,0.666128,0.571198,0.228824,0.398156,0.960000,0.944000,0.920752,-0.390149,1.974022
0.907,0.861752,0.717051,0.665962,0.571127,0.217880,0.404648,0.960000,0.944000,-0.920752,0.390149,1.974293
0.924,0.867822,0.720693,0.665796,0.571055,0.229508,0.397750,0.960000,0.944000,0.920752,-0.390149,1.974444
0.941,0.874264,0.724558,0.665630,0.570984,0.217880,0.404648,0.960000,0.944000,-0.920752,0.390149,1.974609
0.957,0.880700,0.728420,0.665465,0.570913,0.229508,0.397750,0.960000,0.944000,0.920752,-0.390149,1.974621
0.974,0.887129,0.732278,0.665299,0.570843,0.217880,0.404648,0.960000,0.944000,-0.920752,0.390149,1.974649
0.991,0.893552,0.736131,0.665134,0.570772,0.228824,0.398156,0.960000,0.944000,0.920752,-0.390149,1.974502
1.008,0.899592,0.739755,0.664969,0.570701,0.217196,0.405053,0.960000,0.944000,-0.920752,0.390149,1.974372
1.024,0.906002,0.743601,0.664804,0.570630,0.228824,0.398156,0.960000,0.944000,0.920752,-0.390149,1.974027
1.042,0.912406,0.747443,0.664639,0.570560,0.216512,0.405459,0.960000,0.944000,-0.920752,0.390149,1.973693
1.059,0.919179,0.751508,0.664474,0.570489,0.228140,0.398561,0.960000,0.944000,0.920752,-0.390149,1.973096
1.076,0.925570,0.755342,0.664310,0.570419,0.216512,0.405459,0.960000,0.944000,-0.920752,0.390149,1.972492
1.093,0.931955,0.759173,0.664146,0.570348,0.227456,0.398967,0.960000,0.944000,0.920752,-0.390149,1.971595
1.109,0.937958,0.762775,0.663981,0.570278,0.215828,0.405865,0.960000,0.944000,-0.920752,0.390149,1.970688
1.125,0.944330,0.766598,0.663817,0.570207,0.226772,0.399373,0.960000,0.944000,0.920752,-0.390149,1.969437
1.142,0.950321,0.770193,0.663654,0.570137,0.226772,0.399373,0.960000,0.944000,0.000000,0.000000,1.967987
1.159,0.956680,0.774008,0.663490,0.570067,0.226772,0.399373,0.960000,0.944000,0.000000,0.000000,1.966302
1.176,0.963033,0.777820,0.663327,0.569997,0.226772,0.399373,0.960000,0.944000,0.000000,0.000000,1.964361
1.192,0.969006,0.781404,0.663163,0.569927,0.226772,0.399373,0.960000,0.944000,0.000000,0.000000,1.962161
1.209,0.975346,0.785208,0.663000,0.569857,0.226772,0.399373,0.960000,0.944000,0.000000,0.000000,1.959662
1.227,0.981680,0.789008,0.662837,0.569787,0.222325,0.414804,0.960000,0.944000,-0.374112,0.927383,1.956935
1.242,0.982857,0.792581,0.337326,0.569718,0.225567,0.397717,0.960000,0.944000,0.256730,-0.966483,1.954475
1.259,0.976536,0.796374,0.337488,0.569648,0.222389,0.414828,0.960000,0.944000,-0.251652,0.967818,1.952420
1.276,0.970221,0.800162,0.337651,0.569578,0.219670,0.432093,0.960000,0.944000,-0.215291,0.976550,1.950748
1.293,0.963913,0.803947,0.337813,0.569509,0.219670,0.432093,0.960000,0.944000,0.000000,0.000000,1.949530
1.309,0.957982,0.807506,0.337976,0.569439,0.217732,0.449564,0.960000,0.944000,-0.153460,0.988155,1.948610
1.326,0.951686,0.811284,0.338138,0.569370,0.215558,0.465923,0.960000,0.944000,-0.182911,0.983129,1.947998
1.343,0.945766,0.814835,0.338299,0.569300,0.204964,0.458380,0.960000,0.944000,-0.891349,-0.453319,1.947810
1.358,0.939853,0.818384,0.338461,0.569231,0.211542,0.472239,0.960000,0.944000,0.553446,0.832885,1.947790
1.375,0.933945,0.821928,0.338623,0.569162,0.208815,0.489502,0.960000,0.944000,-0.215970,0.976400,1.947974
1.391,0.927674,0.825691,0.338784,0.569093,0.208815,0.489502,0.960000,0.944000,0.000000,0.000000,1.948347
1.407,0.921410,0.829449,0.338945,0.569023,0.205406,0.505443,0.960000,0.944000,-0.286816,0.957986,1.948850
1.424,0.915520,0.832983,0.339106,0.568954,0.203130,0.522833,0.960000,0.944000,-0.180239,0.983623,1.949419
1.442,0.909268,0.836734,0.339267,0.568886,0.209025,0.508385,0.960000,0.944000,0.496040,-0.868300,1.950006
1.457,0.903390,0.840261,0.339428,0.568817,0.204340,0.524803,0.960000,0.944000,-0.370999,0.928633,1.950565
1.476,0.897150,0.844005,0.339588,0.568748,0.198317,0.540342,0.960000,0.944000,-0.476964,0.878923,1.951037
1.491,0.890917,0.847745,0.339749,0.568679,0.207273,0.527878,0.960000,0.944000,0.709222,-0.704986,1.951430
1.509,0.884690,0.851481,0.339909,0.568610,0.198673,0.542212,0.960000,0.944000,-0.643203,0.765696,1.951635
1.526,0.878104,0.855433,0.340069,0.568542,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.951655
1.544,0.871889,0.859162,0.340229,0.568473,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.951484
1.560,0.865681,0.862887,0.340389,0.568405,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.951119
1.577,0.859479,0.866608,0.340549,0.568336,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.950562
1.594,0.853283,0.870325,0.340708,0.568268,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.949816
1.610,0.847458,0.873821,0.340867,0.568200,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.948894
1.626,0.841274,0.877531,0.341026,0.568132,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.947788
1.643,0.835460,0.881019,0.341185,0.568063,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.946518
1.660,0.829652,0.884504,0.341344,0.567995,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.945089
1.677,0.823487,0.888203,0.341503,0.567927,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.943497
1.693,0.817329,0.891898,0.341661,0.567859,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.941751
1.709,0.811538,0.895373,0.341820,0.567792,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.939869
1.726,0.805391,0.899060,0.341978,0.567724,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.937848
1.742,0.799612,0.902528,0.342136,0.567656,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.935708
1.760,0.793478,0.906208,0.342294,0.567588,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.933445
1.777,0.786990,0.910101,0.342451,0.567521,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.931058
1.793,0.781228,0.913558,0.342609,0.567453,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.928574
1.810,0.775112,0.917228,0.342766,0.567386,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.925989
1.827,0.769003,0.920894,0.342924,0.567318,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.923309
1.843,0.763258,0.924340,0.343081,0.567251,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.920550
1.859,0.757519,0.927784,0.343238,0.567184,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.917718
1.876,0.751428,0.931438,0.343394,0.567117,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.914811
1.893,0.745343,0.935090,0.343551,0.567050,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.911814
1.908,0.739621,0.938523,0.343707,0.566983,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.908734
1.926,0.733905,0.941952,0.343864,0.566916,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.905573
1.943,0.727838,0.945592,0.344020,0.566849,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.902328
1.959,0.721777,0.949229,0.344176,0.566782,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.899003
1.977,0.715722,0.952862,0.344332,0.566715,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.895603
1.994,0.709674,0.956491,0.344487,0.566648,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.892136
2.010,0.703631,0.960117,0.344643,0.566582,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.888608
2.026,0.697594,0.963739,0.344798,0.566515,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.885022
2.043,0.691918,0.967144,0.344953,0.566449,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.881388
2.059,0.686248,0.970546,0.345108,0.566382,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.877709
2.076,0.680229,0.974158,0.345263,0.566316,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.873983
2.093,0.674570,0.976000,0.345418,0.433751,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.870746
2.110,0.668564,0.972396,0.345573,0.433817,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.867555
2.126,0.662563,0.968796,0.345727,0.433883,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.864406
2.143,0.656569,0.965199,0.345881,0.433949,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.861294
2.159,0.650932,0.961817,0.346036,0.434015,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.858218
2.176,0.645301,0.958439,0.346189,0.434081,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.855175
2.193,0.639325,0.954853,0.346343,0.434147,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.852161
2.209,0.633354,0.951270,0.346497,0.434213,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.849174
2.226,0.627389,0.947692,0.346650,0.434279,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.846211
2.243,0.621781,0.944327,0.346804,0.434345,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.843297
2.259,0.615829,0.940755,0.346957,0.434410,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.840450
2.275,0.610232,0.937397,0.347110,0.434476,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.837666
2.292,0.604291,0.933832,0.347263,0.434541,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.834943
2.309,0.598356,0.930271,0.347416,0.434607,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.832279
2.327,0.592427,0.926714,0.347568,0.434672,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.829672
2.344,0.586504,0.923160,0.347721,0.434737,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.827120
2.361,0.580586,0.919610,0.347873,0.434803,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.824621
2.377,0.574675,0.916063,0.348025,0.434868,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.822172
2.394,0.568770,0.912520,0.348177,0.434933,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.819773
2.411,0.563218,0.909188,0.348329,0.434998,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.817421
2.427,0.557324,0.905652,0.348481,0.435063,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.815114
2.444,0.551436,0.902120,0.348632,0.435128,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.812851
2.460,0.545901,0.898798,0.348783,0.435193,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.810631
2.476,0.540371,0.895480,0.348935,0.435258,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.808451
2.493,0.534501,0.891958,0.349086,0.435322,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.806311
2.510,0.528981,0.888647,0.349237,0.435387,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.804209
2.526,0.523123,0.885132,0.349387,0.435452,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.802145
2.542,0.517615,0.881827,0.349538,0.435516,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.800117
2.560,0.511769,0.878319,0.349688,0.435581,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.798124
2.576,0.505928,0.874815,0.349839,0.435645,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.796166
2.592,0.500436,0.871520,0.349989,0.435710,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.794244
2.609,0.494607,0.868022,0.350139,0.435774,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.792361
2.625,0.489127,0.864734,0.350289,0.435838,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.790520
2.641,0.483651,0.861449,0.350439,0.435902,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.788720
2.657,0.478182,0.858167,0.350588,0.435966,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.786959
2.674,0.472718,0.854888,0.350738,0.436030,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.785238
2.690,0.466918,0.851408,0.350887,0.436094,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.783554
2.708,0.461464,0.848136,0.351036,0.436158,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.781907
2.725,0.455336,0.844459,0.351185,0.436222,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.780298
2.742,0.449553,0.840990,0.351334,0.436286,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.778723
2.758,0.443776,0.837524,0.351482,0.436350,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.777183
2.774,0.438345,0.834265,0.351631,0.436413,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.775672
2.790,0.432580,0.830806,0.351779,0.436477,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.774190
2.807,0.427159,0.827553,0.351927,0.436540,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.772735
2.824,0.421405,0.824101,0.352076,0.436604,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.771324
2.842,0.415657,0.820652,0.352223,0.436667,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.769965
2.858,0.409915,0.817207,0.352371,0.436731,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.768656
2.875,0.404179,0.813765,0.352519,0.436794,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.767396
2.891,0.398785,0.810529,0.352666,0.436857,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.766181
2.908,0.393060,0.807094,0.352814,0.436920,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.765013
2.924,0.387677,0.803864,0.352961,0.436983,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.763888
2.941,0.382300,0.800638,0.353108,0.437046,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.762805
2.958,0.376256,0.797012,0.353255,0.437109,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.761766
2.974,0.370890,0.793792,0.353402,0.437172,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.760767
2.991,0.365528,0.790575,0.353548,0.437235,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.759805
3.007,0.359838,0.787160,0.353695,0.437298,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.758883
3.023,0.354487,0.783950,0.353841,0.437360,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.757998
3.041,0.348808,0.780542,0.353987,0.437423,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.757149
3.057,0.343134,0.777138,0.354133,0.437486,0.198673,0.542212,0.960000,0.944000,0.000000,0.000000,1.756337
3.073,0.337800,0.773938,0.354279,0.437548,0.198200,0.559880,0.960000,0.944000,-0.037403,0.999300,1.755536
3.090,0.332137,0.770540,0.354425,0.437611,0.209621,0.555270,0.960000,0.944000,0.960859,-0.277038,1.754843
3.106,0.326813,0.767346,0.354570,0.437673,0.200882,0.566549,0.960000,0.944000,-0.735213,0.677836,1.754117
3.123,0.321495,0.764155,0.354716,0.437735,0.210504,0.578000,0.960000,0.944000,0.761899,0.647696,1.753467
3.141,0.315849,0.760767,0.354861,0.437798,0.209394,0.595612,0.960000,0.944000,-0.087862,0.996133,1.752821
3.157,0.310210,0.757384,0.355006,0.437860,0.221907,0.597999,0.960000,0.944000,0.990841,0.135035,1.752279
3.173,0.304576,0.754003,0.355151,0.437922,0.211995,0.608953,0.960000,0.944000,-0.784947,0.619562,1.751695
3.189,0.298947,0.750626,0.355296,0.437984,0.214760,0.625136,0.960000,0.944000,0.232710,0.972546,1.751138
3.206,0.293655,0.747451,0.355441,0.438046,0.214760,0.625136,0.960000,0.944000,0.000000,0.000000,1.750610
3.222,0.288368,0.744279,0.355585,0.438108,0.213151,0.641623,0.960000,0.944000,-0.135407,0.990790,1.750081
3.238,0.283087,0.741110,0.355730,0.438170,0.215208,0.624179,0.960000,0.944000,0.162866,-0.986648,1.749611
3.254,0.277481,0.737746,0.355874,0.438232,0.214102,0.640747,0.960000,0.944000,-0.093004,0.995666,1.749128
3.271,0.272210,0.734584,0.356018,0.438293,0.214719,0.658406,0.960000,0.944000,0.048789,0.998809,1.748576
3.288,0.266615,0.731227,0.356162,0.438355,0.213773,0.674993,0.960000,0.944000,-0.079547,0.996831,1.747953
3.304,0.261355,0.728071,0.356306,0.438417,0.216544,0.658812,0.960000,0.944000,0.233151,-0.972440,1.747430
3.321,0.256100,0.724918,0.356449,0.438478,0.216042,0.676478,0.960000,0.944000,-0.039779,0.999209,1.746839
3.338,0.275453,0.751719,0.887839,0.897401,0.217036,0.694103,0.960000,0.944000,0.078706,0.996898,1.747405
3.355,0.290523,0.773337,0.887451,0.897004,0.219281,0.711501,0.960000,0.944000,0.177819,0.984063,1.747909
3.372,0.305579,0.794934,0.887063,0.896607,0.216557,0.728765,0.960000,0.944000,-0.215758,0.976447,1.748326
3.388,0.320619,0.816510,0.886676,0.896210,0.223454,0.715213,0.960000,0.944000,0.580325,-0.814385,1.748601
3.404,0.334760,0.836796,0.886290,0.895814,0.221215,0.731556,0.960000,0.944000,-0.188366,0.982099,1.748793
3.420,0.348887,0.857061,0.885903,0.895418,0.229866,0.744436,0.960000,0.944000,0.685001,0.728542,1.748951
3.437,0.363882,0.878572,0.885517,0.895022,0.219530,0.736220,0.960000,0.944000,-0.869587,-0.493780,1.748899
3.453,0.377981,0.898797,0.885132,0.894627,0.227258,0.748863,0.960000,0.944000,0.650150,0.759806,1.748828
3.469,0.392066,0.919002,0.884747,0.894233,0.220097,0.735582,0.960000,0.944000,-0.602478,-0.798136,1.748576
3.485,0.406137,0.939187,0.884362,0.893839,0.227258,0.748863,0.960000,0.944000,0.602478,0.798136,1.748319
3.501,0.420194,0.959351,0.883978,0.893445,0.219649,0.734752,0.960000,0.944000,-0.602478,-0.798136,1.747880
3.518,0.435114,0.976000,0.883594,0.106949,0.227258,0.748863,0.960000,0.944000,0.602478,0.798136,1.747809
3.536,0.450019,0.954618,0.883210,0.107342,0.219649,0.734752,0.960000,0.944000,-0.602478,-0.798136,1.747992
3.553,0.464910,0.933257,0.882827,0.107734,0.227258,0.748863,0.960000,0.944000,0.602478,0.798136,1.748557
3.569,0.479785,0.911918,0.882444,0.108127,0.219649,0.734752,0.960000,0.944000,-0.602478,-0.798136,1.749282
3.586,0.494646,0.890600,0.882062,0.108519,0.227258,0.748863,0.960000,0.944000,0.602478,0.798136,1.750236
3.604,0.509492,0.869304,0.881680,0.108910,0.219649,0.734752,0.960000,0.944000,-0.602478,-0.798136,1.751272
3.620,0.524323,0.848028,0.881298,0.109301,0.227258,0.748863,0.960000,0.944000,0.602478,0.798136,1.752405
3.637,0.539139,0.826774,0.880917,0.109692,0.220097,0.735582,0.960000,0.944000,-0.602478,-0.798136,1.753541
3.653,0.553069,0.806791,0.880536,0.110082,0.227258,0.748863,0.960000,0.944000,0.602478,0.798136,1.754612
3.669,0.566986,0.786827,0.880155,0.110472,0.219649,0.734752,0.960000,0.942967,-0.602478,-0.798136,1.755597
3.686,0.581758,0.765636,0.879775,0.110862,0.227258,0.748863,0.960000,0.938474,0.602478,0.798136,1.756311
3.703,0.596515,0.744467,0.879395,0.111251,0.220097,0.735582,0.960000,0.932330,-0.602478,-0.798136,1.756769
3.720,0.610390,0.724563,0.879016,0.111639,0.227705,0.749693,0.960000,0.922830,0.602478,0.798136,1.756774
3.737,0.625117,0.703437,0.878637,0.112028,0.220097,0.735582,0.960000,0.911777,-0.602478,-0.798136,1.756435
3.753,0.639830,0.682331,0.878258,0.112416,0.227258,0.748863,0.960000,0.899634,0.602478,0.798136,1.755610
3.769,0.653664,0.662487,0.877880,0.112803,0.219649,0.734752,0.960000,0.885940,-0.602478,-0.798136,1.754490
3.787,0.668347,0.641423,0.877502,0.113191,0.227258,0.748863,0.960000,0.871054,0.602478,0.798136,1.752879
3.803,0.683016,0.620381,0.877124,0.113577,0.220097,0.735582,0.960000,0.856454,-0.602478,-0.798136,1.750904
3.819,0.696808,0.600596,0.876747,0.113964,0.227258,0.748863,0.960000,0.841323,0.602478,0.798136,1.748526
3.836,0.710586,0.580831,0.876371,0.114350,0.219649,0.734752,0.960000,0.824978,-0.602478,-0.798136,1.745864
3.853,0.725210,0.559851,0.875994,0.114735,0.227258,0.748863,0.960000,0.808519,0.602478,0.798136,1.742996
3.870,0.739820,0.538893,0.875618,0.115121,0.226840,0.731193,0.960000,0.792063,-0.033098,-0.999452,1.740010
3.887,0.754416,0.517956,0.875243,0.115506,0.227258,0.748863,0.960000,0.775475,0.033098,0.999452,1.736772
