t,px,py,vx,vy,hx,hy,ax,ay,action_hx,action_hy,ai_error_avg
0.388,0.652732,0.591639,0.671019,0.573294,0.350943,0.493356,0.960000,0.675172,0.985748,0.168231,1.962517
0.405,0.658987,0.595392,0.670848,0.573221,0.363380,0.496420,0.960000,0.679036,0.984868,0.173306,1.963999
0.421,0.665626,0.599375,0.670677,0.573147,0.374979,0.500058,0.960000,0.682303,0.975819,0.218580,1.965381
0.437,0.671867,0.603120,0.670506,0.573074,0.386329,0.504997,0.960000,0.685164,0.954936,0.296813,1.966661
0.454,0.678103,0.606862,0.670336,0.573001,0.396724,0.515037,0.960000,0.687655,0.823109,0.567884,1.967830
0.473,0.684722,0.610833,0.670166,0.572928,0.399518,0.531210,0.960000,0.689581,0.235112,0.971968,1.968889
0.487,0.690945,0.614567,0.669995,0.572855,0.386996,0.533504,0.960000,0.692220,-0.991552,0.129711,1.969912
0.505,0.697551,0.618530,0.669825,0.572782,0.374376,0.534136,0.960000,0.695532,-0.999361,0.035745,1.970883
0.521,0.704149,0.622490,0.669656,0.572710,0.361750,0.534493,0.960000,0.699536,-0.999795,0.020234,1.971782
0.538,0.710742,0.626445,0.669486,0.572637,0.349122,0.534707,0.960000,0.704191,-0.999927,0.012106,1.972599
0.555,0.717328,0.630397,0.669316,0.572564,0.336494,0.534865,0.960000,0.709429,-0.999960,0.008929,1.973332
0.572,0.723907,0.634344,0.669147,0.572492,0.323866,0.534985,0.960000,0.715220,-0.999977,0.006791,1.973984
0.588,0.730479,0.638288,0.668978,0.572419,0.311982,0.534692,0.960000,0.721151,-0.999845,-0.017619,1.974561
0.605,0.736659,0.641995,0.668809,0.572347,0.300098,0.534410,0.960000,0.727561,-0.999856,-0.016953,1.975066
0.622,0.742833,0.645700,0.668640,0.572274,0.287475,0.533869,0.960000,0.734911,-0.999532,-0.030582,1.975499
0.638,0.749386,0.649631,0.668472,0.572202,0.275595,0.533360,0.960000,0.742321,-0.999532,-0.030582,1.975871
0.653,0.755547,0.653328,0.668303,0.572130,0.263715,0.532852,0.960000,0.750214,-0.999532,-0.030582,1.976187
0.669,0.761702,0.657021,0.668135,0.572058,0.251835,0.532343,0.960000,0.758574,-0.999532,-0.030582,1.976457
0.686,0.767851,0.660710,0.667967,0.571986,0.239954,0.531834,0.960000,0.767410,-0.999532,-0.030582,1.976685
0.702,0.773994,0.664396,0.667799,0.571914,0.227332,0.531293,0.960000,0.777341,-0.999532,-0.030582,1.976873
0.718,0.780514,0.668308,0.667631,0.571842,0.215452,0.530784,0.960000,0.787187,-0.999532,-0.030582,1.977033
0.734,0.786644,0.671987,0.667463,0.571770,0.203571,0.530275,0.960000,0.797529,-0.999532,-0.030582,1.977170
0.750,0.792769,0.675661,0.667296,0.571698,0.191691,0.529766,0.960000,0.808369,-0.999532,-0.030582,1.977286
0.767,0.798887,0.679332,0.667129,0.571626,0.204314,0.530307,0.960000,0.819497,0.999532,0.030582,1.977569
0.783,0.805381,0.683229,0.666961,0.571555,0.192434,0.529798,0.960000,0.830470,-0.999532,-0.030582,1.977841
0.799,0.811487,0.686892,0.666794,0.571483,0.204314,0.530307,0.960000,0.841103,0.999532,0.030582,1.978216
0.816,0.817587,0.690552,0.666628,0.571412,0.191691,0.529766,0.960000,0.852948,-0.999532,-0.030582,1.978575
0.832,0.824062,0.694437,0.666461,0.571340,0.203571,0.530275,0.960000,0.863763,0.999532,0.030582,1.978984
0.849,0.830149,0.698090,0.666295,0.571269,0.190949,0.529735,0.960000,0.875795,-0.999532,-0.030582,1.979377
0.867,0.836611,0.701967,0.666128,0.571198,0.204314,0.530307,0.960000,0.888064,0.999532,0.030582,1.979759
0.885,0.843446,0.706068,0.665962,0.571127,0.190949,0.529735,0.960000,0.900872,-0.999532,-0.030582,1.980123
0.903,0.850274,0.710164,0.665796,0.571055,0.203571,0.530275,0.960000,0.912538,0.999532,0.030582,1.980399
0.919,0.856717,0.714030,0.665630,0.570984,0.190949,0.529735,0.960000,0.924683,-0.999532,-0.030582,1.980655
0.936,0.863153,0.717892,0.665465,0.570913,0.203571,0.530275,0.960000,0.936397,0.999532,0.030582,1.980762
0.953,0.869582,0.721749,0.665299,0.570843,0.190949,0.529735,0.960000,0.944000,-0.999532,-0.030582,1.980849
0.969,0.876005,0.725603,0.665134,0.570772,0.202829,0.530244,0.960000,0.944000,0.999532,0.030582,1.980766
0.986,0.882044,0.729227,0.664969,0.570701,0.190206,0.529703,0.960000,0.944000,-0.999532,-0.030582,1.980725
1.002,0.888454,0.733073,0.664804,0.570630,0.202086,0.530212,0.960000,0.944000,0.999532,0.030582,1.980525
1.019,0.894482,0.736689,0.664639,0.570560,0.189464,0.529671,0.960000,0.944000,-0.999532,-0.030582,1.980368
1.036,0.900879,0.740527,0.664474,0.570489,0.201344,0.530180,0.960000,0.944000,0.999532,0.030582,1.980027
1.053,0.906894,0.744136,0.664310,0.570419,0.187979,0.529607,0.960000,0.944000,-0.999532,-0.030582,1.979734
1.070,0.913654,0.748192,0.664146,0.570348,0.200601,0.530148,0.960000,0.944000,0.999532,0.030582,1.979212
1.087,0.920032,0.752019,0.663981,0.570278,0.188721,0.529639,0.960000,0.944000,-0.999532,-0.030582,1.978712
1.103,0.926029,0.755618,0.663817,0.570207,0.200601,0.530148,0.960000,0.944000,0.999532,0.030582,1.977966
1.119,0.932020,0.759212,0.663654,0.570137,0.187979,0.529607,0.960000,0.944000,-0.999532,-0.030582,1.977249
1.135,0.938380,0.763028,0.663490,0.570067,0.199859,0.530116,0.960000,0.944000,0.999532,0.030582,1.976234
1.152,0.944359,0.766615,0.663327,0.569997,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.975058
1.169,0.950705,0.770423,0.663163,0.569927,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.973690
1.190,0.957045,0.774227,0.663000,0.569857,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.972112
1.203,0.963379,0.778027,0.662837,0.569787,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.970303
1.219,0.969334,0.781600,0.662674,0.569718,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.968260
1.236,0.975655,0.785393,0.662512,0.569648,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.965947
1.253,0.981598,0.788959,0.662349,0.569578,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.963365
1.268,0.982857,0.792744,0.337813,0.569509,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.960095
1.285,0.976926,0.796303,0.337976,0.569439,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.957414
1.302,0.970630,0.800080,0.338138,0.569370,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.955312
1.320,0.964340,0.803854,0.338299,0.569300,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.953721
1.337,0.957688,0.807846,0.338461,0.569231,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.952611
1.353,0.951780,0.811390,0.338623,0.569162,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.951886
1.370,0.945509,0.815153,0.338784,0.569093,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.951516
1.387,0.939245,0.818911,0.338945,0.569023,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.951446
1.404,0.932987,0.822666,0.339106,0.568954,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.951615
1.421,0.926735,0.826417,0.339267,0.568886,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.951963
1.438,0.920489,0.830165,0.339428,0.568817,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.952427
1.454,0.914250,0.833908,0.339588,0.568748,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.952951
1.471,0.908383,0.837428,0.339749,0.568679,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.953479
1.488,0.902156,0.841164,0.339909,0.568610,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.953965
1.505,0.895936,0.844897,0.340069,0.568542,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.954367
1.521,0.889721,0.848626,0.340229,0.568473,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.954650
1.537,0.883878,0.852131,0.340389,0.568405,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.954793
1.555,0.878041,0.855634,0.340549,0.568336,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.954779
1.570,0.871845,0.859351,0.340708,0.568268,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.954583
1.587,0.866020,0.862846,0.340867,0.568200,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.954206
1.604,0.859836,0.866557,0.341026,0.568132,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.953632
1.622,0.853659,0.870263,0.341185,0.568063,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.952866
1.639,0.847488,0.873966,0.341344,0.567995,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.951919
1.656,0.840960,0.877882,0.341503,0.567927,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.950786
1.673,0.834802,0.881577,0.341661,0.567859,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.949482
1.690,0.828649,0.885269,0.341820,0.567792,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.948016
1.707,0.822503,0.888957,0.341978,0.567724,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.946395
1.724,0.816362,0.892641,0.342136,0.567656,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.944626
1.741,0.810228,0.896321,0.342294,0.567588,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.942719
1.757,0.804100,0.899998,0.342451,0.567521,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.940680
1.774,0.798338,0.903455,0.342609,0.567453,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.938527
1.790,0.792582,0.906909,0.342766,0.567386,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.936268
1.807,0.786473,0.910575,0.342924,0.567318,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.933899
1.824,0.780369,0.914237,0.343081,0.567251,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.931429
1.840,0.774272,0.917895,0.343238,0.567184,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.928864
1.857,0.768539,0.921335,0.343394,0.567117,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.926217
1.874,0.762453,0.924986,0.343551,0.567050,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.923485
1.891,0.756374,0.928634,0.343707,0.566983,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.920675
1.907,0.750659,0.932063,0.343864,0.566916,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.917791
1.923,0.744948,0.935489,0.344020,0.566849,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.914820
1.939,0.738887,0.939126,0.344176,0.566782,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.911759
1.956,0.733189,0.942545,0.344332,0.566715,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.908620
1.973,0.727140,0.946174,0.344487,0.566648,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.905400
1.989,0.721453,0.949587,0.344643,0.566582,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.902111
2.005,0.715416,0.953209,0.344798,0.566515,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.898749
2.022,0.709740,0.956614,0.344953,0.566449,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.895327
2.038,0.703715,0.960229,0.345108,0.566382,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.891846
2.054,0.698051,0.963628,0.345263,0.566316,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.888315
2.071,0.692392,0.967023,0.345418,0.566249,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.884737
2.087,0.686385,0.970627,0.345573,0.566183,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.881109
2.105,0.680737,0.974016,0.345727,0.566117,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.877441
2.121,0.674743,0.976000,0.345881,0.433949,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.874347
2.138,0.668754,0.972407,0.346036,0.434015,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.871296
2.154,0.663124,0.969028,0.346189,0.434081,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.868285
2.171,0.657147,0.965442,0.346343,0.434147,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.865310
2.188,0.651176,0.961860,0.346497,0.434213,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.862369
2.204,0.645562,0.958492,0.346650,0.434279,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.859459
2.220,0.639604,0.954916,0.346804,0.434345,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.856576
2.236,0.634001,0.951555,0.346957,0.434410,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.853720
2.253,0.628404,0.948197,0.347110,0.434476,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.850888
2.270,0.622463,0.944632,0.347263,0.434541,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.848077
2.287,0.616528,0.941071,0.347416,0.434607,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.845305
2.305,0.610599,0.937514,0.347568,0.434672,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.842577
2.321,0.604328,0.933751,0.347721,0.434737,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.839899
2.338,0.598759,0.930410,0.347873,0.434803,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.837277
2.355,0.592848,0.926863,0.348025,0.434868,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.834710
2.371,0.586942,0.923320,0.348177,0.434933,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.832196
2.387,0.581390,0.919988,0.348329,0.434998,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.829732
2.404,0.575843,0.916660,0.348481,0.435063,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.827316
2.420,0.569955,0.913128,0.348632,0.435128,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.824948
2.436,0.564420,0.909806,0.348783,0.435193,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.822625
2.453,0.558889,0.906488,0.348935,0.435258,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.820345
2.470,0.553019,0.902966,0.349086,0.435322,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.818108
2.487,0.547155,0.899448,0.349237,0.435387,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.815913
2.504,0.541297,0.895933,0.349387,0.435452,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.813758
2.521,0.535445,0.892421,0.349538,0.435516,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.811642
2.537,0.529942,0.889120,0.349688,0.435581,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.809563
2.554,0.524101,0.885615,0.349839,0.435645,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.807520
2.571,0.518267,0.882114,0.349989,0.435710,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.805512
2.588,0.512781,0.878823,0.350139,0.435774,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.803538
2.605,0.506957,0.875329,0.350289,0.435838,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.801597
2.621,0.501140,0.871838,0.350439,0.435902,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.799691
2.638,0.495328,0.868351,0.350588,0.435966,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.797823
2.654,0.489523,0.864868,0.350738,0.436030,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.795992
2.670,0.484064,0.861593,0.350887,0.436094,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.794196
2.686,0.478611,0.858321,0.351036,0.436158,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.792434
2.703,0.473163,0.855052,0.351185,0.436222,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.790708
2.720,0.467380,0.851583,0.351334,0.436286,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.789020
2.737,0.461604,0.848116,0.351482,0.436350,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.787369
2.753,0.455833,0.844654,0.351631,0.436413,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.785754
2.770,0.450407,0.841398,0.351779,0.436477,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.784172
2.787,0.444647,0.837943,0.351927,0.436540,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.782622
2.803,0.438893,0.834490,0.352076,0.436604,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.781101
2.820,0.433484,0.831244,0.352223,0.436667,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.779607
2.837,0.427741,0.827799,0.352371,0.436731,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.778164
2.854,0.422005,0.824357,0.352519,0.436794,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.776773
2.870,0.416274,0.820919,0.352666,0.436857,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.775432
2.886,0.410886,0.817686,0.352814,0.436920,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.774138
2.903,0.405503,0.814456,0.352961,0.436983,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.772890
2.920,0.399790,0.811028,0.353108,0.437046,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.771689
2.936,0.394082,0.807603,0.353255,0.437109,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.770532
2.953,0.388715,0.804384,0.353402,0.437172,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.769418
2.969,0.383019,0.800966,0.353548,0.437235,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.768346
2.986,0.377663,0.797752,0.353695,0.437298,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.767313
3.002,0.371978,0.794341,0.353841,0.437360,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.766321
3.018,0.366633,0.791134,0.353987,0.437423,0.199859,0.530116,0.960000,0.944000,0.000000,0.000000,1.765366
3.034,0.361293,0.787930,0.354133,0.437486,0.193407,0.544092,0.960000,0.944000,-0.542794,0.839866,1.764395
3.051,0.355958,0.784729,0.354279,0.437548,0.201633,0.530677,0.960000,0.944000,0.651373,-0.758758,1.763523
3.067,0.350296,0.781332,0.354425,0.437611,0.194370,0.543848,0.960000,0.944000,-0.611133,0.791528,1.762630
3.085,0.344972,0.778138,0.354570,0.437673,0.186289,0.557435,0.960000,0.944000,-0.639837,0.768511,1.761711
3.101,0.339321,0.774747,0.354716,0.437735,0.181061,0.573529,0.960000,0.944000,-0.414012,0.910271,1.760783
3.118,0.333676,0.771360,0.354861,0.437798,0.172506,0.586534,0.960000,0.944000,-0.677435,0.735583,1.759832
3.135,0.328036,0.767976,0.355006,0.437860,0.168006,0.601935,0.960000,0.944000,-0.378601,0.925560,1.758877
3.151,0.322733,0.764794,0.355151,0.437922,0.162202,0.617637,0.960000,0.944000,-0.459595,0.888129,1.757902
3.168,0.317105,0.761417,0.355296,0.437984,0.164800,0.634939,0.960000,0.944000,0.205743,0.978606,1.756951
3.186,0.311482,0.758044,0.355441,0.438046,0.154712,0.645575,0.960000,0.944000,-0.798816,0.601575,1.755965
3.201,0.305865,0.754673,0.355585,0.438108,0.161128,0.659582,0.960000,0.944000,0.539811,0.841787,1.754982
3.219,0.300584,0.751504,0.355730,0.438170,0.157065,0.676322,0.959577,0.944000,-0.321781,0.946814,1.753820
3.235,0.294978,0.748141,0.355874,0.438232,0.157166,0.694001,0.958532,0.944000,0.007998,0.999968,1.752505
3.252,0.289377,0.744781,0.356018,0.438293,0.157102,0.710641,0.957188,0.944000,-0.005335,0.999986,1.751102
3.268,0.284112,0.741621,0.356162,0.438355,0.157257,0.692962,0.956136,0.944000,0.012231,-0.999925,1.749826
3.284,0.278523,0.738268,0.356306,0.438417,0.157167,0.709602,0.954778,0.944000,-0.007580,0.999971,1.748460
3.301,0.273267,0.735115,0.356449,0.438478,0.157137,0.727282,0.952874,0.944000,-0.002316,0.999997,1.746984
3.317,0.267689,0.731768,0.356593,0.438540,0.157137,0.727282,0.951055,0.944000,0.000000,0.000000,1.745521
3.335,0.262445,0.728621,0.356736,0.438601,0.163312,0.742704,0.948926,0.944000,0.488941,0.872317,1.744024
3.351,0.256878,0.725281,0.356880,0.438663,0.165631,0.760084,0.946342,0.944000,0.183664,0.982989,1.742418
3.367,0.251317,0.721944,0.357023,0.438724,0.165969,0.743450,0.944360,0.944000,0.028380,-0.999597,1.740974
3.383,0.246088,0.718807,0.357166,0.438785,0.165678,0.760085,0.941861,0.944000,-0.024481,0.999700,1.739393
3.400,0.240864,0.715673,0.357309,0.438847,0.172814,0.774672,0.939028,0.944000,0.565087,0.825032,1.737782
3.417,0.235320,0.712346,0.357451,0.438908,0.162363,0.764748,0.936008,0.944000,-0.827611,-0.561303,1.736141
3.433,0.229781,0.709023,0.357594,0.438969,0.171257,0.775787,0.933166,0.944000,0.748297,0.663364,1.734524
3.451,0.224573,0.705898,0.357736,0.439030,0.171257,0.775787,0.930108,0.944000,0.000000,0.000000,1.732919
3.467,0.219045,0.702581,0.357879,0.439091,0.171257,0.775787,0.927010,0.944000,0.000000,0.000000,1.731326
3.484,0.213522,0.699268,0.358021,0.439152,0.182452,0.783967,0.924336,0.944000,0.886509,0.462712,1.729877
3.501,0.208005,0.695958,0.358163,0.439213,0.171780,0.774515,0.921245,0.944000,-0.845093,-0.534620,1.728331
3.518,0.202494,0.692651,0.358305,0.439273,0.183657,0.773881,0.919024,0.944000,0.999274,-0.038109,1.727011
3.535,0.197312,0.689541,0.358446,0.439334,0.191722,0.760276,0.917502,0.944000,0.638624,-0.769519,1.725932
3.550,0.194600,0.650961,0.408395,-0.010749,0.203593,0.759456,0.911207,0.944000,0.998784,-0.049306,1.723408
3.568,0.191250,0.624810,0.408487,-0.010238,0.197662,0.743847,0.904199,0.944000,-0.469645,-0.882855,1.720881
3.584,0.187694,0.597053,0.408578,-0.009728,0.208213,0.736186,0.897803,0.944000,0.887717,-0.460389,1.718554
3.601,0.184350,0.570955,0.408670,-0.009218,0.213318,0.720015,0.891236,0.944000,0.404245,-0.914651,1.716418
3.617,0.180802,0.543254,0.408761,-0.008709,0.215283,0.703604,0.884791,0.944000,0.165306,-0.986242,1.714294
3.632,0.177465,0.517208,0.408852,-0.008200,0.216848,0.687109,0.877686,0.944000,0.131677,-0.991293,1.712018
3.648,0.174131,0.491188,0.408943,-0.007692,0.217017,0.670470,0.869246,0.944000,0.014184,-0.999899,1.709259
3.665,0.170801,0.465194,0.409034,-0.007184,0.216389,0.653853,0.858394,0.944000,-0.052816,-0.998604,1.704942
3.681,0.167475,0.439226,0.409125,-0.006677,0.215149,0.636259,0.846842,0.938761,-0.098148,-0.995172,1.698017
3.699,0.163944,0.411663,0.409216,-0.006171,0.212560,0.617893,0.836580,0.927917,-0.193635,-0.981074,1.691041
3.716,0.160208,0.382508,0.409307,-0.005664,0.212560,0.617893,0.828637,0.916414,0.000000,0.000000,1.684737
3.732,0.156892,0.356618,0.409398,-0.005159,0.210075,0.600559,0.821653,0.902506,-0.196778,-0.980448,1.679107
3.749,0.153371,0.329137,0.409488,-0.004654,0.209831,0.618235,0.813816,0.889522,-0.019317,0.999813,1.673085
3.765,0.149854,0.301684,0.409579,-0.004149,0.210028,0.601598,0.807022,0.876656,0.016604,-0.999862,1.667336
3.783,0.146547,0.275872,0.409669,-0.003645,0.210028,0.601598,0.799671,0.863125,0.000000,0.000000,1.661526
3.798,0.143037,0.248473,0.409760,-0.003141,0.210028,0.601598,0.792488,0.850680,0.000000,0.000000,1.655584
3.815,0.139737,0.222712,0.409850,-0.002638,0.210028,0.601598,0.784531,0.839195,0.000000,0.000000,1.649247
3.832,0.136440,0.196977,0.409940,-0.002135,0.210028,0.601598,0.774550,0.827849,0.000000,0.000000,1.642394
3.849,0.132735,0.168054,0.410030,-0.001633,0.210028,0.601598,0.763959,0.819532,0.000000,0.000000,1.635841
3.866,0.129239,0.140766,0.410120,-0.001132,0.210028,0.601598,0.753279,0.813838,0.000000,0.000000,1.630054
