t,px,py,vx,vy,hx,hy,ax,ay,action_hx,action_hy,ai_error_avg
0.685,0.772488,0.663493,0.668135,0.572058,0.400979,0.746795,0.960000,0.647242,-0.887197,-0.461390,1.979252
0.702,0.778636,0.667182,0.667967,0.571986,0.388362,0.737937,0.960000,0.653093,-0.893889,-0.448289,1.978837
0.719,0.785931,0.671559,0.667799,0.571914,0.376850,0.730670,0.960000,0.658450,-0.911625,-0.411022,1.978419
0.737,0.792451,0.675471,0.667631,0.571842,0.365895,0.724213,0.960000,0.663616,-0.921630,-0.388069,1.977998
0.751,0.798582,0.679149,0.667463,0.571770,0.354655,0.718803,0.960000,0.669128,-0.945684,-0.325089,1.977509
0.766,0.804706,0.682824,0.667296,0.571698,0.343166,0.714542,0.960000,0.675035,-0.966646,-0.256116,1.976944
0.784,0.810824,0.686495,0.667129,0.571626,0.330153,0.710235,0.960000,0.682228,-0.973176,-0.230062,1.976285
0.802,0.817700,0.690620,0.666961,0.571555,0.317776,0.706722,0.960000,0.689599,-0.980062,-0.198693,1.975532
0.820,0.824188,0.694513,0.666794,0.571483,0.305366,0.703447,0.960000,0.697613,-0.982697,-0.185218,1.974677
0.835,0.830669,0.698402,0.666628,0.571412,0.293651,0.700640,0.960000,0.705805,-0.985667,-0.168700,1.973724
0.851,0.836763,0.702058,0.666461,0.571340,0.281936,0.697833,0.960000,0.714711,-0.985667,-0.168700,1.972664
0.868,0.842851,0.705710,0.666295,0.571269,0.269436,0.695309,0.960000,0.725066,-0.989760,-0.142744,1.971471
0.885,0.849313,0.709588,0.666128,0.571198,0.269436,0.695309,0.960000,0.735619,0.000000,0.000000,1.970486
0.900,0.855768,0.713461,0.665962,0.571127,0.269436,0.695309,0.960000,0.745741,0.000000,0.000000,1.969719
0.917,0.861837,0.717102,0.665796,0.571055,0.269436,0.695309,0.960000,0.756687,0.000000,0.000000,1.969165
0.934,0.868280,0.720968,0.665630,0.570984,0.269436,0.695309,0.960000,0.767838,0.000000,0.000000,1.968839
0.952,0.874716,0.724829,0.665465,0.570913,0.269436,0.695309,0.960000,0.779182,0.000000,0.000000,1.968738
0.968,0.881145,0.728687,0.665299,0.570843,0.269436,0.695309,0.960000,0.790630,0.000000,0.000000,1.968863
0.986,0.887568,0.732541,0.665134,0.570772,0.269436,0.695309,0.960000,0.802182,0.000000,0.000000,1.969173
1.002,0.893985,0.736391,0.664969,0.570701,0.269436,0.695309,0.960000,0.813834,0.000000,0.000000,1.969609
1.019,0.900395,0.740237,0.664804,0.570630,0.269436,0.695309,0.960000,0.825587,0.000000,0.000000,1.970100
1.037,0.906799,0.744079,0.664639,0.570560,0.269436,0.695309,0.960000,0.837438,0.000000,0.000000,1.970568
1.054,0.913196,0.747918,0.664474,0.570489,0.269436,0.695309,0.960000,0.850100,0.000000,0.000000,1.970935
1.071,0.919963,0.751978,0.664310,0.570419,0.269436,0.695309,0.960000,0.862183,0.000000,0.000000,1.971123
1.088,0.926348,0.755809,0.664146,0.570348,0.269436,0.695309,0.960000,0.874381,0.000000,0.000000,1.971088
1.106,0.932726,0.759636,0.663981,0.570278,0.269436,0.695309,0.960000,0.886691,0.000000,0.000000,1.970796
1.122,0.939098,0.763459,0.663817,0.570207,0.269436,0.695309,0.960000,0.899109,0.000000,0.000000,1.970233
1.139,0.945463,0.767278,0.663654,0.570137,0.269436,0.695309,0.960000,0.911633,0.000000,0.000000,1.969403
1.157,0.951822,0.771093,0.663490,0.570067,0.269436,0.695309,0.960000,0.924272,0.000000,0.000000,1.968323
1.173,0.958175,0.774905,0.663327,0.569997,0.269436,0.695309,0.960000,0.936286,0.000000,0.000000,1.967022
1.189,0.964148,0.778489,0.663163,0.569927,0.269436,0.695309,0.960000,0.944000,0.000000,0.000000,1.965540
1.205,0.970115,0.782069,0.663000,0.569857,0.269436,0.695309,0.960000,0.944000,0.000000,0.000000,1.963889
1.223,0.976449,0.785869,0.662837,0.569787,0.269436,0.695309,0.960000,0.944000,0.000000,0.000000,1.962029
1.240,0.982776,0.789666,0.662674,0.569718,0.269436,0.695309,0.960000,0.944000,0.000000,0.000000,1.959944
1.256,0.982857,0.793459,0.337488,0.569648,0.269436,0.695309,0.954169,0.944000,0.000000,0.000000,1.960125
1.273,0.976914,0.797024,0.337651,0.569578,0.269436,0.695309,0.948398,0.944000,0.000000,0.000000,1.960388
1.290,0.970605,0.800810,0.337813,0.569509,0.269436,0.695309,0.943394,0.944000,0.000000,0.000000,1.960717
1.307,0.964674,0.804368,0.337976,0.569439,0.263268,0.679882,0.938226,0.944000,-0.488441,-0.872597,1.961052
1.323,0.958378,0.808146,0.338138,0.569370,0.261526,0.663422,0.933635,0.944000,-0.146605,-0.989195,1.961407
1.339,0.952459,0.811698,0.338299,0.569300,0.248953,0.665081,0.928904,0.944000,-0.995586,0.093851,1.961760
1.358,0.946175,0.815467,0.338461,0.569231,0.254868,0.648292,0.924403,0.944000,0.442398,-0.896819,1.962141
1.374,0.939529,0.819455,0.338623,0.569162,0.246135,0.637005,0.920565,0.944000,-0.734740,-0.678349,1.962510
1.390,0.933627,0.822996,0.338784,0.569093,0.239214,0.622216,0.916622,0.944000,-0.548039,-0.836452,1.962863
1.407,0.927363,0.826755,0.338945,0.569023,0.242215,0.606115,0.913285,0.944000,0.252423,-0.967617,1.963220
1.423,0.921473,0.830289,0.339106,0.568954,0.234430,0.618690,0.910194,0.944000,-0.654942,0.755679,1.963565
1.439,0.915589,0.833819,0.339267,0.568886,0.236525,0.601254,0.907241,0.944000,0.165855,-0.986150,1.963897
1.457,0.909343,0.837567,0.339428,0.568817,0.229565,0.616007,0.904582,0.944000,-0.551139,0.834413,1.964205
1.472,0.903104,0.841310,0.339588,0.568748,0.234637,0.600958,0.902496,0.944000,0.426758,-0.904366,1.964493
1.489,0.897238,0.844830,0.339749,0.568679,0.223543,0.594985,0.900411,0.944000,-0.933357,-0.358950,1.964706
1.505,0.891377,0.848347,0.339909,0.568610,0.235009,0.599369,0.898999,0.944000,0.964676,0.263438,1.964917
1.520,0.885522,0.851860,0.340069,0.568542,0.224982,0.588621,0.897475,0.944000,-0.794018,-0.607894,1.965008
1.537,0.879308,0.855588,0.340229,0.568473,0.234846,0.597905,0.896709,0.944000,0.829885,0.557935,1.965062
1.555,0.873465,0.859094,0.340389,0.568405,0.224365,0.588041,0.895837,0.944000,-0.829885,-0.557935,1.964924
1.570,0.867263,0.862815,0.340549,0.568336,0.235644,0.595995,0.895697,0.944000,0.893080,0.449898,1.964714
1.586,0.861067,0.866533,0.340708,0.568268,0.225029,0.588509,0.895515,0.944000,-0.893080,-0.449898,1.964221
1.604,0.855241,0.870028,0.340867,0.568200,0.237475,0.585513,0.895997,0.944000,0.985533,-0.169481,1.963627
1.620,0.849058,0.873738,0.341026,0.568132,0.225029,0.588509,0.896399,0.944000,-0.985533,0.169481,1.962684
1.637,0.842881,0.877444,0.341185,0.568063,0.236743,0.585689,0.897390,0.944000,0.985533,-0.169481,1.961618
1.653,0.837072,0.880929,0.341344,0.567995,0.224297,0.588685,0.898326,0.944000,-0.985533,0.169481,1.960199
1.670,0.830908,0.884628,0.341503,0.567927,0.236743,0.585689,0.899978,0.944000,0.985533,-0.169481,1.958723
1.687,0.824749,0.888323,0.341661,0.567859,0.225029,0.588509,0.901380,0.944000,-0.985533,0.169481,1.956886
1.703,0.818958,0.891798,0.341820,0.567792,0.237475,0.585513,0.903645,0.944000,0.985533,-0.169481,1.955101
1.720,0.812812,0.895486,0.341978,0.567724,0.225761,0.588333,0.905576,0.944000,-0.985533,0.169481,1.952987
1.736,0.807033,0.898953,0.342136,0.567656,0.225761,0.588333,0.907887,0.944000,0.000000,0.000000,1.950782
1.753,0.800898,0.902634,0.342294,0.567588,0.225761,0.588333,0.910463,0.944000,0.000000,0.000000,1.948503
1.770,0.794770,0.906310,0.342451,0.567521,0.225761,0.588333,0.913292,0.944000,0.000000,0.000000,1.946172
1.787,0.788649,0.909984,0.342609,0.567453,0.225761,0.588333,0.916183,0.944000,0.000000,0.000000,1.943807
1.803,0.782893,0.913437,0.342766,0.567386,0.225761,0.588333,0.919281,0.944000,0.000000,0.000000,1.941430
1.820,0.777142,0.916887,0.342924,0.567318,0.225761,0.588333,0.922783,0.944000,0.000000,0.000000,1.939052
1.835,0.771039,0.920550,0.343081,0.567251,0.225761,0.588333,0.926280,0.944000,0.000000,0.000000,1.936683
1.852,0.765300,0.923993,0.343238,0.567184,0.225761,0.588333,0.929959,0.944000,0.000000,0.000000,1.934334
1.867,0.759567,0.927433,0.343394,0.567117,0.225761,0.588333,0.933812,0.944000,0.000000,0.000000,1.932012
1.919,0.753840,0.930869,0.343551,0.567050,0.225761,0.588333,0.946572,0.944000,0.000000,0.000000,1.929715
1.935,0.735602,0.941811,0.343707,0.566983,0.225761,0.588333,0.950978,0.944000,0.000000,0.000000,1.927426
1.951,0.729886,0.945241,0.343864,0.566916,0.225761,0.588333,0.955791,0.944000,0.000000,0.000000,1.925178
1.970,0.723819,0.948881,0.344020,0.566849,0.225761,0.588333,0.960000,0.944000,0.000000,0.000000,1.922974
1.985,0.717758,0.952518,0.344176,0.566782,0.225761,0.588333,0.960000,0.944000,0.000000,0.000000,1.920817
2.002,0.711704,0.956151,0.344332,0.566715,0.225761,0.588333,0.960000,0.944000,0.000000,0.000000,1.918706
2.020,0.705655,0.959780,0.344487,0.566648,0.225761,0.588333,0.960000,0.944000,0.000000,0.000000,1.916640
2.036,0.699612,0.963406,0.344643,0.566582,0.225761,0.588333,0.960000,0.944000,0.000000,0.000000,1.914619
2.052,0.693930,0.966815,0.344798,0.566515,0.225761,0.588333,0.960000,0.944000,0.000000,0.000000,1.912643
2.069,0.687900,0.970433,0.344953,0.566449,0.225761,0.588333,0.960000,0.944000,0.000000,0.000000,1.910711
2.086,0.682229,0.973835,0.345108,0.566382,0.225761,0.588333,0.960000,0.944000,0.000000,0.000000,1.908824
2.101,0.676211,0.976000,0.345263,0.433684,0.225761,0.588333,0.960000,0.944000,0.000000,0.000000,1.906946
2.118,0.670552,0.972605,0.345418,0.433751,0.225761,0.588333,0.960000,0.944000,0.000000,0.000000,1.905202
2.136,0.664545,0.969001,0.345573,0.433817,0.225761,0.588333,0.960000,0.944000,0.000000,0.000000,1.903592
2.151,0.658545,0.965400,0.345727,0.433883,0.225761,0.588333,0.960000,0.944000,0.000000,0.000000,1.902106
2.169,0.652903,0.962015,0.345881,0.433949,0.225761,0.588333,0.960000,0.944000,0.000000,0.000000,1.900734
2.185,0.646914,0.958422,0.346036,0.434015,0.225761,0.588333,0.960000,0.944000,0.000000,0.000000,1.899474
2.202,0.641283,0.955044,0.346189,0.434081,0.225761,0.588333,0.960000,0.944000,0.000000,0.000000,1.898314
2.220,0.635307,0.951458,0.346343,0.434147,0.225536,0.606010,0.960000,0.944000,-0.017773,0.999842,1.897259
2.235,0.629336,0.947875,0.346497,0.434213,0.213615,0.600177,0.960000,0.944000,-0.944007,-0.329926,1.896121
2.253,0.623371,0.944296,0.346650,0.434279,0.222114,0.613253,0.960000,0.944000,0.673041,0.739605,1.895204
2.268,0.617413,0.940721,0.346804,0.434345,0.212295,0.622629,0.960000,0.944000,-0.826156,0.563442,1.894242
2.286,0.611810,0.937360,0.346957,0.434410,0.223945,0.625924,0.960000,0.944000,0.980193,0.198044,1.893512
2.303,0.606213,0.934001,0.347110,0.434476,0.211339,0.632166,0.960000,0.944000,-0.942766,0.333454,1.892698
2.320,0.599923,0.930227,0.347263,0.434541,0.217223,0.647810,0.960000,0.944000,0.465940,0.884816,1.892037
2.337,0.593988,0.926666,0.347416,0.434607,0.205114,0.642790,0.960000,0.944000,-0.958849,-0.283918,1.891302
2.354,0.588059,0.923109,0.347568,0.434672,0.213125,0.656458,0.960000,0.944000,0.634352,0.773044,1.890730
2.371,0.582136,0.919555,0.347721,0.434737,0.213125,0.656458,0.960000,0.944000,0.000000,0.000000,1.890222
2.390,0.575870,0.915796,0.347873,0.434803,0.212497,0.674116,0.960000,0.944000,-0.049740,0.998762,1.889770
2.405,0.569959,0.912249,0.348025,0.434868,0.213941,0.657599,0.960000,0.944000,0.121494,-0.992592,1.889387
2.421,0.564401,0.908914,0.348177,0.434933,0.212695,0.674147,0.960000,0.944000,-0.104821,0.994491,1.889041
2.438,0.558849,0.905583,0.348329,0.434998,0.213155,0.690775,0.960000,0.944000,0.038646,0.999253,1.888747
2.454,0.553302,0.902255,0.348481,0.435063,0.211390,0.674320,0.960000,0.944000,-0.148503,-0.988912,1.888481
2.468,0.547761,0.898930,0.348632,0.435128,0.212762,0.690848,0.960000,0.944000,0.115418,0.993317,1.888269
2.485,0.542225,0.895609,0.348783,0.435193,0.215629,0.708066,0.960000,0.944000,0.227071,0.973878,1.888118
2.504,0.536349,0.892083,0.348935,0.435258,0.215999,0.690394,0.960000,0.944000,0.029301,-0.999571,1.888010
2.520,0.530479,0.888561,0.349086,0.435322,0.215766,0.708071,0.960000,0.944000,-0.018457,0.999830,1.887933
2.536,0.524615,0.885043,0.349237,0.435387,0.219441,0.723896,0.960000,0.944000,0.309169,0.951007,1.887911
2.553,0.519102,0.881734,0.349387,0.435452,0.214956,0.708486,0.960000,0.944000,-0.377325,-0.926081,1.887893
2.568,0.513593,0.878430,0.349538,0.435516,0.218010,0.724567,0.960000,0.944000,0.256969,0.966420,1.887898
2.584,0.508091,0.875128,0.349688,0.435581,0.214956,0.708486,0.960000,0.944000,-0.256969,-0.966420,1.887931
2.601,0.502594,0.871830,0.349839,0.435645,0.218201,0.725572,0.960000,0.944000,0.256969,0.966420,1.887938
2.617,0.496759,0.868329,0.349989,0.435710,0.215147,0.709491,0.960000,0.944000,-0.256969,-0.966420,1.887970
2.634,0.491273,0.865037,0.350139,0.435774,0.218392,0.726577,0.960000,0.944000,0.256969,0.966420,1.887977
2.650,0.485450,0.861543,0.350289,0.435838,0.215147,0.709491,0.960000,0.944000,-0.256969,-0.966420,1.888007
2.667,0.479632,0.858053,0.350439,0.435902,0.218201,0.725572,0.960000,0.944000,0.256969,0.966420,1.888007
2.684,0.474163,0.854771,0.350588,0.435966,0.219371,0.707968,0.960000,0.944000,0.092631,-0.995701,1.888059
2.700,0.468357,0.851288,0.350738,0.436030,0.218270,0.724537,0.960000,0.944000,-0.092631,0.995701,1.888052
2.717,0.462898,0.848012,0.350887,0.436094,0.224218,0.708940,0.960000,0.944000,0.470969,-0.882150,1.888122
2.733,0.457104,0.844536,0.351036,0.436158,0.218270,0.724537,0.960000,0.944000,-0.470969,0.882150,1.888105
2.751,0.451316,0.841063,0.351185,0.436222,0.224218,0.708940,0.960000,0.944000,0.470969,-0.882150,1.888162
2.767,0.445533,0.837593,0.351334,0.436286,0.218620,0.723619,0.960000,0.944000,-0.470969,0.882150,1.888140
2.783,0.440096,0.834331,0.351482,0.436350,0.224568,0.708023,0.960000,0.944000,0.470969,-0.882150,1.888190
2.800,0.434325,0.830869,0.351631,0.436413,0.218970,0.722702,0.960000,0.944000,-0.470969,0.882150,1.888165
2.815,0.428899,0.827613,0.351779,0.436477,0.224568,0.708023,0.960000,0.944000,0.470969,-0.882150,1.888204
2.832,0.423478,0.824361,0.351927,0.436540,0.218620,0.723619,0.960000,0.944000,-0.470969,0.882150,1.888169
2.849,0.417725,0.820908,0.352076,0.436604,0.224218,0.708940,0.960000,0.944000,0.470969,-0.882150,1.888194
2.865,0.412315,0.817663,0.352223,0.436667,0.218270,0.724537,0.960000,0.944000,-0.470969,0.882150,1.888148
2.883,0.406573,0.814217,0.352371,0.436731,0.224218,0.708940,0.960000,0.944000,0.470969,-0.882150,1.888161
2.899,0.400836,0.810775,0.352519,0.436794,0.218270,0.724537,0.960000,0.944000,-0.470969,0.882150,1.888105
2.917,0.395106,0.807337,0.352666,0.436857,0.224218,0.708940,0.960000,0.944000,0.470969,-0.882150,1.888103
2.933,0.389381,0.803902,0.352814,0.436920,0.218620,0.723619,0.960000,0.944000,-0.470969,0.882150,1.888041
2.951,0.383998,0.800672,0.352961,0.436983,0.224568,0.708023,0.960000,0.944000,0.470969,-0.882150,1.888029
2.966,0.378284,0.797244,0.353108,0.437046,0.218620,0.723619,0.960000,0.944000,-0.470969,0.882150,1.887955
2.983,0.372577,0.793819,0.353255,0.437109,0.224218,0.708940,0.960000,0.944000,0.470969,-0.882150,1.887927
3.000,0.367210,0.790600,0.353402,0.437172,0.218270,0.724537,0.960000,0.944000,-0.470969,0.882150,1.887838
3.019,0.361513,0.787182,0.353548,0.437235,0.226215,0.738279,0.960000,0.944000,0.629138,0.777293,1.887752
3.033,0.355823,0.783767,0.353695,0.437298,0.215572,0.728764,0.960000,0.944000,-0.842817,-0.538201,1.887633
3.050,0.350138,0.780356,0.353841,0.437360,0.222597,0.743456,0.960000,0.944000,0.556300,0.830982,1.887511
3.070,0.344458,0.776949,0.353987,0.437423,0.223547,0.760042,0.960000,0.944000,0.079950,0.996799,1.887358
3.084,0.339119,0.773745,0.354133,0.437486,0.222130,0.743521,0.960000,0.944000,-0.119242,-0.992865,1.887226
3.099,0.333784,0.770544,0.354279,0.437548,0.226787,0.758830,0.960000,0.944000,0.391838,0.920034,1.887080
3.116,0.328455,0.767346,0.354425,0.437611,0.232282,0.774749,0.960000,0.944000,0.435096,0.900384,1.886925
3.132,0.322798,0.763952,0.354570,0.437673,0.227197,0.759709,0.960000,0.944000,-0.427800,-0.903873,1.886773
3.149,0.317480,0.760761,0.354716,0.437735,0.232721,0.775608,0.960000,0.944000,0.437410,0.899262,1.886614
3.167,0.311834,0.757374,0.354861,0.437798,0.241250,0.788646,0.960000,0.944000,0.675366,0.737483,1.886467
3.184,0.306195,0.753990,0.355006,0.437860,0.231539,0.779051,0.960000,0.944000,-0.817013,-0.576620,1.886296
3.198,0.300892,0.750809,0.355151,0.437922,0.240743,0.789581,0.960000,0.944000,0.774337,0.632773,1.886144
3.214,0.295595,0.747630,0.355296,0.437984,0.247345,0.803417,0.960000,0.944000,0.555491,0.831522,1.885996
3.232,0.290303,0.744455,0.355441,0.438046,0.258767,0.810959,0.960000,0.944000,0.904461,0.426556,1.885880
3.247,0.288787,0.732436,0.438930,0.312563,0.247131,0.804089,0.960000,0.944000,-0.921430,-0.388545,1.886208
3.265,0.286414,0.722239,0.438991,0.312751,0.259327,0.808673,0.960000,0.944000,0.965803,0.259278,1.886566
3.281,0.284043,0.712053,0.439052,0.312938,0.271890,0.810476,0.960000,0.944000,0.994787,0.101975,1.886954
3.300,0.281675,0.701877,0.439113,0.313125,0.282273,0.800412,0.960000,0.944000,0.822172,-0.569239,1.887380
3.315,0.279309,0.691711,0.439174,0.313312,0.292714,0.792461,0.960000,0.944000,0.878445,-0.477843,1.887835
3.333,0.277084,0.682152,0.439235,0.313499,0.302858,0.781931,0.960000,0.944000,0.803281,-0.595600,1.888317
3.349,0.274723,0.672007,0.439296,0.313685,0.310755,0.768134,0.960000,0.944000,0.625339,-0.780353,1.888819
3.367,0.272364,0.661871,0.439357,0.313871,0.317467,0.753157,0.960000,0.944000,0.531435,-0.847099,1.889336
3.383,0.270008,0.651746,0.439417,0.314058,0.323272,0.736294,0.960000,0.944000,0.434156,-0.900838,1.889863
3.403,0.267515,0.641035,0.439478,0.314244,0.329708,0.719885,0.960000,0.944000,0.481307,-0.876552,1.890397
3.420,0.265025,0.630336,0.439538,0.314429,0.334650,0.704752,0.960000,0.944000,0.415864,-0.909427,1.890932
3.434,0.262814,0.620835,0.439599,0.314615,0.339171,0.688243,0.960000,0.944000,0.357976,-0.933731,1.891466
3.451,0.260467,0.610750,0.439659,0.314800,0.343692,0.671735,0.960000,0.944000,0.357976,-0.933731,1.891995
3.467,0.258123,0.600675,0.439719,0.314985,0.338328,0.686584,0.960000,0.944000,-0.451328,0.892358,1.892519
3.484,0.255918,0.591202,0.439780,0.315170,0.344027,0.670807,0.960000,0.944000,0.451328,-0.892358,1.893038
3.501,0.253578,0.581147,0.439840,0.315355,0.338663,0.685656,0.960000,0.944000,-0.451328,0.892358,1.893552
3.516,0.251378,0.571694,0.439900,0.315540,0.344027,0.670807,0.960000,0.944000,0.451328,-0.892358,1.894061
3.532,0.249180,0.562249,0.439960,0.315724,0.335285,0.682080,0.960000,0.944000,-0.735534,0.677488,1.894565
3.550,0.246984,0.552814,0.440020,0.315909,0.341534,0.666717,0.960000,0.944000,0.494835,-0.868987,1.895064
3.566,0.244654,0.542800,0.440080,0.316093,0.333388,0.680227,0.960000,0.944000,-0.644998,0.764184,1.895559
3.584,0.242325,0.532795,0.440140,0.316277,0.335294,0.662750,0.960000,0.944000,0.150926,-0.988545,1.896049
3.601,0.239999,0.522801,0.440200,0.316460,0.326061,0.673228,0.960000,0.944000,-0.776858,0.629676,1.896534
3.615,0.237812,0.513403,0.440260,0.316644,0.314298,0.670845,0.960000,0.944000,-0.989695,-0.143193,1.897015
3.634,0.235628,0.504016,0.440320,0.316827,0.302276,0.676262,0.960000,0.944000,-0.951911,0.306374,1.897489
3.651,0.233309,0.494051,0.440379,0.317010,0.291697,0.687710,0.960000,0.944000,-0.791212,0.611542,1.897952
3.669,0.230856,0.483511,0.440439,0.317193,0.279388,0.695025,0.960000,0.944000,-0.920498,0.390748,1.898401
3.686,0.228405,0.472981,0.440498,0.317376,0.267645,0.701527,0.960000,0.944000,-0.929902,0.367807,1.898832
3.702,0.226093,0.463046,0.440558,0.317559,0.255745,0.707444,0.960000,0.944000,-0.942342,0.334651,1.899246
3.720,0.223783,0.453122,0.440617,0.317741,0.243543,0.712001,0.960000,0.944000,-0.966213,0.257746,1.899640
3.736,0.221476,0.443207,0.440677,0.317924,0.231898,0.715334,0.960000,0.944000,-0.979737,0.200290,1.900015
3.753,0.219306,0.433884,0.440736,0.318106,0.220112,0.717483,0.960000,0.944000,-0.991623,0.129166,1.900367
3.769,0.217139,0.424571,0.440795,0.318288,0.207483,0.717534,0.960000,0.944000,-0.999996,0.002901,1.900699
3.786,0.214838,0.414686,0.440855,0.318469,0.195681,0.715563,0.960000,0.944000,-0.992957,-0.118479,1.901010
3.801,0.212675,0.405392,0.440914,0.318651,0.183644,0.710214,0.960000,0.944000,-0.953138,-0.302536,1.901328
3.819,0.210379,0.395526,0.440973,0.318832,0.172341,0.702330,0.960000,0.944000,-0.895064,-0.445937,1.901660
3.837,0.208086,0.385671,0.441032,0.319013,0.162916,0.690562,0.960000,0.944000,-0.746293,-0.665618,1.902003
3.852,0.205794,0.375825,0.441091,0.319194,0.155385,0.677689,0.960000,0.944000,-0.633648,-0.773621,1.902356
3.870,0.203640,0.366568,0.441150,0.319375,0.149678,0.661917,0.960000,0.944000,-0.451938,-0.892050,1.902715
3.885,0.201353,0.356742,0.441209,0.319556,0.145062,0.645460,0.960000,0.944000,-0.365471,-0.930823,1.903080
3.904,0.199069,0.346926,0.441267,0.319736,0.141248,0.628606,0.960000,0.944000,-0.302067,-0.953287,1.903451
3.920,0.196787,0.337119,0.441326,0.319916,0.138344,0.612471,0.960000,0.944000,-0.244342,-0.969689,1.903826
