t,px,py,vx,vy,hx,hy,ax,ay,action_hx,action_hy,ai_error_avg
0.457,0.678074,0.606844,0.670336,0.573001,0.401647,0.565303,0.960000,0.645010,0.990483,0.137634,1.977050
0.475,0.684693,0.610816,0.670166,0.572928,0.414203,0.567198,0.960000,0.645550,0.994242,0.107160,1.977813
0.490,0.691305,0.614783,0.669995,0.572855,0.426805,0.568343,0.960000,0.645995,0.997901,0.064752,1.978527
0.507,0.697910,0.618746,0.669825,0.572782,0.439425,0.568992,0.960000,0.646332,0.999326,0.036705,1.979196
0.524,0.704509,0.622706,0.669656,0.572710,0.451311,0.568903,0.960000,0.646570,0.999986,-0.005309,1.979825
0.540,0.710714,0.626428,0.669486,0.572637,0.460000,0.568204,0.960000,0.646809,0.999117,-0.042014,1.980423
0.557,0.716912,0.630147,0.669316,0.572564,0.460000,0.567199,0.960000,0.647191,0.998381,-0.056882,1.980993
0.574,0.723491,0.634095,0.669147,0.572492,0.460000,0.565704,0.960000,0.647721,0.996421,-0.084534,1.981536
0.590,0.730064,0.638038,0.668978,0.572419,0.460000,0.564363,0.960000,0.648354,0.996746,-0.080604,1.982048
0.606,0.736244,0.641746,0.668809,0.572347,0.460000,0.563054,0.960000,0.649113,0.996902,-0.078650,1.982528
0.622,0.742417,0.645450,0.668640,0.572274,0.460000,0.561555,0.960000,0.650004,0.995936,-0.090069,1.982975
0.639,0.748585,0.649151,0.668472,0.572202,0.460000,0.560604,0.960000,0.651075,0.998552,-0.053790,1.983388
0.656,0.755131,0.653078,0.668303,0.572130,0.460000,0.560399,0.960000,0.652258,0.999932,-0.011620,1.983767
0.673,0.761671,0.657002,0.668135,0.572058,0.460000,0.561106,0.960000,0.653527,0.999200,0.039997,1.984111
0.690,0.768204,0.660922,0.667967,0.571986,0.460000,0.563412,0.960000,0.654843,0.991459,0.130422,1.984424
0.707,0.774731,0.664838,0.667799,0.571914,0.460000,0.572208,0.960000,0.656037,0.867461,0.497505,1.984717
0.724,0.781251,0.668750,0.667631,0.571842,0.447668,0.568396,0.960000,0.657697,-0.976486,-0.215582,1.984939
0.740,0.787764,0.672659,0.667463,0.571770,0.447668,0.568396,0.960000,0.659365,0.000000,0.000000,1.985120
0.756,0.793889,0.676333,0.667296,0.571698,0.435696,0.574023,0.960000,0.661302,-0.948014,0.318228,1.985253
0.774,0.800389,0.680234,0.667129,0.571626,0.424390,0.581898,0.960000,0.663305,-0.895321,0.445422,1.985348
0.792,0.806884,0.684130,0.666961,0.571555,0.423891,0.563191,0.960000,0.666006,-0.037323,-0.999303,1.985335
0.808,0.813753,0.688252,0.666794,0.571483,0.415848,0.575443,0.960000,0.668333,-0.676635,0.736318,1.985305
0.825,0.819853,0.691912,0.666628,0.571412,0.404667,0.581086,0.960000,0.670865,-0.940731,0.339154,1.985212
0.840,0.825947,0.695568,0.666461,0.571340,0.392790,0.581706,0.960000,0.673861,-0.999307,0.037210,1.985003
0.857,0.832034,0.699221,0.666295,0.571269,0.380182,0.580699,0.960000,0.677618,-0.998377,-0.056942,1.984658
0.874,0.838496,0.703098,0.666128,0.571198,0.367685,0.578150,0.960000,0.682019,-0.989554,-0.144162,1.984155
0.891,0.844951,0.706971,0.665962,0.571127,0.355563,0.573194,0.960000,0.687103,-0.959910,-0.280309,1.983484
0.907,0.851400,0.710840,0.665796,0.571055,0.343183,0.569703,0.960000,0.692806,-0.980311,-0.197459,1.982667
0.924,0.857842,0.714705,0.665630,0.570984,0.332748,0.561735,0.960000,0.698798,-0.877893,-0.478857,1.981703
0.940,0.863900,0.718340,0.665465,0.570913,0.341448,0.574551,0.960000,0.704473,0.688866,0.724889,1.980998
0.957,0.870329,0.722198,0.665299,0.570843,0.334029,0.561550,0.960000,0.710451,-0.624159,-0.781298,1.980153
0.974,0.876374,0.725825,0.665134,0.570772,0.334029,0.561550,0.960000,0.716820,0.000000,0.000000,1.979373
0.991,0.882791,0.729675,0.664969,0.570701,0.324850,0.549408,0.960000,0.723889,-0.726860,-0.686786,1.978477
1.006,0.889201,0.733521,0.664804,0.570630,0.335095,0.557843,0.960000,0.729964,0.862005,0.506901,1.977865
1.024,0.895228,0.737137,0.664639,0.570560,0.327114,0.544141,0.960000,0.737084,-0.631975,-0.774989,1.977175
1.041,0.901626,0.740975,0.664474,0.570489,0.335614,0.555773,0.960000,0.743219,0.715095,0.699028,1.976768
1.056,0.907641,0.744585,0.664310,0.570419,0.329008,0.541940,0.960000,0.749913,-0.555792,-0.831321,1.976342
1.072,0.907592,0.747573,0.664146,0.570348,0.336906,0.554375,0.960000,0.756166,0.664492,0.747296,1.976182
1.089,0.907829,0.750230,0.663981,0.570278,0.328514,0.541162,0.960000,0.763534,-0.664492,-0.747296,1.976033
1.106,0.908749,0.752663,0.663817,0.570207,0.338396,0.552170,0.960000,0.770342,0.782521,0.622625,1.976136
1.122,0.909495,0.754544,0.663654,0.570137,0.329096,0.541810,0.960000,0.777367,-0.782521,-0.622625,1.976284
1.139,0.910246,0.755769,0.663490,0.570067,0.340756,0.548599,0.960000,0.784243,0.923333,0.384000,1.976579
1.155,0.912136,0.757027,0.663327,0.569997,0.329912,0.539539,0.960000,0.791758,-0.858724,-0.512438,1.976895
1.172,0.914344,0.757833,0.663163,0.569927,0.341724,0.541387,0.960000,0.798323,0.993812,0.111075,1.977206
1.188,0.916488,0.758022,0.663000,0.569857,0.329173,0.539424,0.960000,0.805811,-0.993812,-0.111075,1.977465
1.205,0.920251,0.758998,0.662837,0.569787,0.340631,0.534996,0.960000,0.812461,0.963953,-0.266071,1.977523
1.221,0.923718,0.759225,0.662674,0.569718,0.329173,0.539424,0.960000,0.819395,-0.963953,0.266071,1.977388
1.238,0.928167,0.760306,0.662512,0.569648,0.341347,0.534719,0.960000,0.826229,0.963953,-0.266071,1.976824
1.255,0.933511,0.762085,0.662349,0.569578,0.328791,0.536613,0.960000,0.833458,-0.994246,0.107124,1.975925
1.271,0.939819,0.765870,0.662187,0.569509,0.341347,0.534719,0.960000,0.840104,0.994246,-0.107124,1.974321
1.288,0.945468,0.767248,0.662024,0.569439,0.329529,0.536502,0.960000,0.846732,-0.994246,0.107124,1.972254
1.306,0.951393,0.770803,0.661862,0.569370,0.342824,0.534497,0.960000,0.853444,0.994246,-0.107124,1.969314
1.322,0.958053,0.774799,0.661701,0.569300,0.330268,0.536391,0.960000,0.860317,-0.994246,0.107124,1.965879
1.339,0.964336,0.778569,0.661539,0.569231,0.342085,0.534608,0.960000,0.866177,0.994246,-0.107124,1.961488
1.356,0.970244,0.782113,0.661377,0.569162,0.329471,0.533777,0.960000,0.872974,-0.998894,-0.047011,1.956772
1.372,0.976514,0.785876,0.661216,0.569093,0.342085,0.534608,0.960000,0.879060,0.998894,0.047011,1.951119
1.389,0.982779,0.789635,0.661055,0.569023,0.329471,0.533777,0.960000,0.885713,-0.998894,-0.047011,1.945221
1.406,0.982857,0.793389,0.339106,0.568954,0.341343,0.534559,0.960000,0.889301,0.998894,0.047011,1.938056
1.422,0.976973,0.796920,0.339267,0.568886,0.328729,0.533728,0.960000,0.894273,-0.998894,-0.047011,1.932331
1.440,0.970727,0.800667,0.339428,0.568817,0.341343,0.534559,0.960000,0.898974,0.998894,0.047011,1.927329
1.457,0.964488,0.804411,0.339588,0.568748,0.328729,0.533728,0.960000,0.904841,-0.998894,-0.047011,1.923625
1.474,0.958255,0.808151,0.339749,0.568679,0.341343,0.534559,0.960000,0.910432,0.998894,0.047011,1.920491
1.490,0.952028,0.811887,0.339909,0.568610,0.328729,0.533728,0.960000,0.917159,-0.998894,-0.047011,1.918375
1.507,0.945807,0.815619,0.340069,0.568542,0.341343,0.534559,0.960000,0.923607,0.998894,0.047011,1.916642
1.524,0.939593,0.819348,0.340229,0.568473,0.329471,0.533777,0.960000,0.930643,-0.998894,-0.047011,1.915623
1.540,0.933750,0.822854,0.340389,0.568405,0.341343,0.534559,0.960000,0.937460,0.998894,0.047011,1.914824
1.556,0.927913,0.826356,0.340549,0.568336,0.328729,0.533728,0.960000,0.944000,-0.998894,-0.047011,1.914495
1.573,0.921717,0.830074,0.340708,0.568268,0.340601,0.534510,0.960000,0.944000,0.998894,0.047011,1.914316
1.589,0.915891,0.833569,0.340867,0.568200,0.328729,0.533728,0.960000,0.944000,-0.998894,-0.047011,1.914520
1.606,0.910072,0.837061,0.341026,0.568132,0.341343,0.534559,0.960000,0.944000,0.998894,0.047011,1.914850
1.622,0.903894,0.840767,0.341185,0.568063,0.328729,0.533728,0.960000,0.944000,-0.998894,-0.047011,1.915436
1.639,0.897723,0.844470,0.341344,0.567995,0.340601,0.534510,0.960000,0.944000,0.998894,0.047011,1.916095
1.656,0.891921,0.847951,0.341503,0.567927,0.327986,0.533679,0.960000,0.944000,-0.998894,-0.047011,1.916870
1.672,0.885762,0.851646,0.341661,0.567859,0.340601,0.534510,0.960000,0.944000,0.998894,0.047011,1.917661
1.689,0.879610,0.855338,0.341820,0.567792,0.328729,0.533728,0.960000,0.944000,-0.998894,-0.047011,1.918468
1.705,0.873825,0.858809,0.341978,0.567724,0.341343,0.534559,0.960000,0.944000,0.998894,0.047011,1.919257
1.723,0.867684,0.862493,0.342136,0.567656,0.328729,0.533728,0.960000,0.944000,-0.998894,-0.047011,1.919987
1.740,0.861550,0.866174,0.342294,0.567588,0.341343,0.534559,0.960000,0.944000,0.998894,0.047011,1.920678
1.757,0.855422,0.869850,0.342451,0.567521,0.328729,0.533728,0.960000,0.944000,-0.998894,-0.047011,1.921257
1.774,0.849300,0.873523,0.342609,0.567453,0.341343,0.534559,0.960000,0.944000,0.998894,0.047011,1.921790
1.790,0.843185,0.877193,0.342766,0.567386,0.328729,0.533728,0.960000,0.944000,-0.998894,-0.047011,1.922178
1.808,0.837075,0.880859,0.342924,0.567318,0.342085,0.534608,0.960000,0.944000,0.998894,0.047011,1.922523
1.825,0.830612,0.884736,0.343081,0.567251,0.330213,0.533826,0.960000,0.944000,-0.998894,-0.047011,1.922696
1.841,0.824874,0.888180,0.343238,0.567184,0.342085,0.534608,0.960000,0.944000,0.998894,0.047011,1.922843
1.858,0.819141,0.891619,0.343394,0.567117,0.329471,0.533777,0.960000,0.944000,-0.998894,-0.047011,1.922796
1.875,0.813055,0.895270,0.343551,0.567050,0.342085,0.534608,0.960000,0.944000,0.998894,0.047011,1.922745
1.891,0.806976,0.898918,0.343707,0.566983,0.330213,0.533826,0.960000,0.944000,-0.998894,-0.047011,1.922481
1.907,0.801260,0.902347,0.343864,0.566916,0.342085,0.534608,0.960000,0.944000,0.998894,0.047011,1.922226
1.924,0.795550,0.905774,0.344020,0.566849,0.329471,0.533777,0.960000,0.944000,-0.998894,-0.047011,1.921748
1.940,0.789489,0.909410,0.344176,0.566782,0.341343,0.534559,0.960000,0.944000,0.998894,0.047011,1.921285
1.956,0.783791,0.912829,0.344332,0.566715,0.328729,0.533728,0.960000,0.944000,-0.998894,-0.047011,1.920589
1.974,0.777742,0.916459,0.344487,0.566648,0.341343,0.534559,0.960000,0.944000,0.998894,0.047011,1.919926
1.991,0.771699,0.920084,0.344643,0.566582,0.328729,0.533728,0.960000,0.944000,-0.998894,-0.047011,1.919013
2.007,0.765662,0.923706,0.344798,0.566515,0.340601,0.534510,0.960000,0.944000,0.998894,0.047011,1.918129
2.024,0.759986,0.927112,0.344953,0.566449,0.327986,0.533679,0.960000,0.944000,-0.998894,-0.047011,1.916998
2.040,0.753962,0.930727,0.345108,0.566382,0.339859,0.534461,0.960000,0.944000,0.998894,0.047011,1.915906
2.056,0.748297,0.934125,0.345263,0.566316,0.327244,0.533630,0.960000,0.944000,-0.998894,-0.047011,1.914566
2.073,0.742284,0.937733,0.345418,0.566249,0.339117,0.534412,0.960000,0.944000,0.998894,0.047011,1.913275
2.091,0.736631,0.941125,0.345573,0.566183,0.325760,0.533532,0.960000,0.944000,-0.998894,-0.047011,1.911765
2.107,0.730278,0.944937,0.345727,0.566117,0.337633,0.534315,0.960000,0.944000,0.998894,0.047011,1.910298
2.123,0.724636,0.948322,0.345881,0.566051,0.325760,0.533532,0.960000,0.944000,-0.998894,-0.047011,1.908629
2.139,0.718999,0.951704,0.346036,0.565985,0.337633,0.534315,0.960000,0.944000,0.998894,0.047011,1.907013
2.157,0.713369,0.955083,0.346189,0.565919,0.324276,0.533435,0.960000,0.944000,-0.998894,-0.047011,1.905181
2.174,0.707040,0.958879,0.346343,0.565853,0.336891,0.534266,0.960000,0.944000,0.998894,0.047011,1.903411
2.191,0.701070,0.962462,0.346497,0.565787,0.324276,0.533435,0.960000,0.944000,-0.998894,-0.047011,1.901431
2.207,0.695105,0.966041,0.346650,0.565721,0.336149,0.534217,0.960000,0.944000,0.998894,0.047011,1.899516
2.224,0.689497,0.969406,0.346804,0.565656,0.323534,0.533386,0.960000,0.944000,-0.998894,-0.047011,1.897400
2.240,0.683544,0.972977,0.346957,0.565590,0.336149,0.534217,0.960000,0.944000,0.998894,0.047011,1.895361
2.257,0.677597,0.976000,0.347110,0.434476,0.324276,0.533435,0.960000,0.944000,-0.998894,-0.047011,1.894238
2.274,0.672006,0.972645,0.347263,0.434541,0.336891,0.534266,0.960000,0.944000,0.998894,0.047011,1.893229
2.290,0.666071,0.969084,0.347416,0.434607,0.324276,0.533435,0.960000,0.944000,-0.998894,-0.047011,1.892117
2.308,0.660142,0.965527,0.347568,0.434672,0.336891,0.534266,0.960000,0.944000,0.998894,0.047011,1.891117
2.325,0.654219,0.961973,0.347721,0.434737,0.324276,0.533435,0.960000,0.944000,-0.998894,-0.047011,1.890009
2.341,0.648302,0.958423,0.347873,0.434803,0.336149,0.534217,0.960000,0.944000,0.998894,0.047011,1.889006
2.358,0.642738,0.955085,0.348025,0.434868,0.322792,0.533337,0.960000,0.944000,-0.998894,-0.047011,1.887882
2.375,0.636486,0.951333,0.348177,0.434933,0.334665,0.534119,0.960000,0.944000,0.998894,0.047011,1.886862
2.391,0.630933,0.948002,0.348329,0.434998,0.322792,0.533337,0.960000,0.944000,-0.998894,-0.047011,1.885731
2.407,0.625386,0.944673,0.348481,0.435063,0.334665,0.534119,0.960000,0.944000,0.998894,0.047011,1.884703
2.422,0.619845,0.941349,0.348632,0.435128,0.322792,0.533337,0.960000,0.944000,-0.998894,-0.047011,1.883561
2.440,0.614309,0.938027,0.348783,0.435193,0.335407,0.534168,0.960000,0.944000,0.998894,0.047011,1.882542
2.456,0.608433,0.934502,0.348935,0.435258,0.322792,0.533337,0.960000,0.944000,-0.998894,-0.047011,1.881404
2.474,0.602563,0.930980,0.349086,0.435322,0.335407,0.534168,0.960000,0.944000,0.998894,0.047011,1.880404
2.491,0.596699,0.927461,0.349237,0.435387,0.322792,0.533337,0.960000,0.944000,-0.998894,-0.047011,1.879281
2.506,0.590841,0.923946,0.349387,0.435452,0.334665,0.534119,0.960000,0.944000,0.998894,0.047011,1.878288
2.524,0.585333,0.920641,0.349538,0.435516,0.322050,0.533288,0.960000,0.944000,-0.998894,-0.047011,1.877169
2.541,0.579486,0.917134,0.349688,0.435581,0.334665,0.534119,0.960000,0.944000,0.998894,0.047011,1.876187
2.557,0.573646,0.913629,0.349839,0.435645,0.322792,0.533337,0.960000,0.944000,-0.998894,-0.047011,1.875082
2.574,0.568154,0.910334,0.349989,0.435710,0.335407,0.534168,0.960000,0.944000,0.998894,0.047011,1.874114
2.590,0.562325,0.906837,0.350139,0.435774,0.322792,0.533337,0.960000,0.944000,-0.998894,-0.047011,1.873014
2.608,0.556502,0.903343,0.350289,0.435838,0.335407,0.534168,0.960000,0.944000,0.998894,0.047011,1.872045
2.624,0.550685,0.899852,0.350439,0.435902,0.323534,0.533386,0.960000,0.944000,-0.998894,-0.047011,1.870952
2.640,0.545215,0.896571,0.350588,0.435966,0.336149,0.534217,0.960000,0.944000,0.998894,0.047011,1.869987
2.657,0.539409,0.893087,0.350738,0.436030,0.324276,0.533435,0.960000,0.944000,-0.998894,-0.047011,1.868899
2.675,0.533951,0.889812,0.350887,0.436094,0.337633,0.534315,0.960000,0.944000,0.998894,0.047011,1.867941
2.692,0.527816,0.886131,0.351036,0.436158,0.325018,0.533484,0.960000,0.944000,-0.998894,-0.047011,1.866851
2.708,0.522027,0.882658,0.351185,0.436222,0.336891,0.534266,0.960000,0.944000,0.998894,0.047011,1.865875
2.725,0.516585,0.879393,0.351334,0.436286,0.324276,0.533435,0.960000,0.944000,-0.998894,-0.047011,1.864770
2.741,0.510808,0.875927,0.351482,0.436350,0.336149,0.534217,0.960000,0.944000,0.998894,0.047011,1.863777
2.757,0.505377,0.872668,0.351631,0.436413,0.324276,0.533435,0.960000,0.944000,-0.998894,-0.047011,1.862688
2.774,0.499951,0.869412,0.351779,0.436477,0.336891,0.534266,0.960000,0.944000,0.998894,0.047011,1.861759
2.790,0.494191,0.865956,0.351927,0.436540,0.324276,0.533435,0.960000,0.944000,-0.998894,-0.047011,1.860709
2.808,0.488437,0.862504,0.352076,0.436604,0.336891,0.534266,0.960000,0.944000,0.998894,0.047011,1.859862
2.825,0.482690,0.859055,0.352223,0.436667,0.324276,0.533435,0.960000,0.944000,-0.998894,-0.047011,1.858895
2.841,0.476947,0.855610,0.352371,0.436731,0.336149,0.534217,0.960000,0.944000,0.998894,0.047011,1.858115
2.857,0.471548,0.852371,0.352519,0.436794,0.323534,0.533386,0.960000,0.944000,-0.998894,-0.047011,1.857216
2.874,0.465818,0.848932,0.352666,0.436857,0.335407,0.534168,0.960000,0.944000,0.998894,0.047011,1.856496
2.890,0.460429,0.845699,0.352814,0.436920,0.322792,0.533337,0.960000,0.944000,-0.998894,-0.047011,1.855660
2.907,0.454710,0.842268,0.352961,0.436983,0.334665,0.534119,0.960000,0.944000,0.998894,0.047011,1.854997
2.924,0.449333,0.839041,0.353108,0.437046,0.322050,0.533288,0.960000,0.944000,-0.998894,-0.047011,1.854221
2.941,0.443625,0.835617,0.353255,0.437109,0.334665,0.534119,0.960000,0.944000,0.998894,0.047011,1.853619
2.957,0.437923,0.832195,0.353402,0.437172,0.322050,0.533288,0.960000,0.944000,-0.998894,-0.047011,1.852907
2.975,0.432226,0.828778,0.353548,0.437235,0.334665,0.534119,0.960000,0.944000,0.998894,0.047011,1.852363
2.991,0.426536,0.825363,0.353695,0.437298,0.322792,0.533337,0.960000,0.944000,-0.998894,-0.047011,1.851720
3.007,0.421185,0.822153,0.353841,0.437360,0.334665,0.534119,0.960000,0.944000,0.998894,0.047011,1.851229
3.023,0.415840,0.818946,0.353987,0.437423,0.322050,0.533288,0.960000,0.944000,-0.998894,-0.047011,1.850632
3.040,0.410166,0.815541,0.354133,0.437486,0.334665,0.534119,0.960000,0.944000,0.998894,0.047011,1.850190
3.058,0.404498,0.812141,0.354279,0.437548,0.322050,0.533288,0.960000,0.944000,-0.998894,-0.047011,1.849647
3.074,0.398836,0.808743,0.354425,0.437611,0.333690,0.536654,0.960000,0.944000,0.979326,0.202288,1.849246
3.090,0.393512,0.805549,0.354570,0.437673,0.322300,0.544289,0.960000,0.944000,-0.901958,0.431823,1.848764
3.108,0.387861,0.802158,0.354716,0.437735,0.319662,0.561579,0.960000,0.944000,-0.208839,0.977950,1.848314
3.126,0.382216,0.798771,0.354861,0.437798,0.307303,0.557950,0.960000,0.944000,-0.978704,-0.205275,1.847782
3.141,0.376576,0.795387,0.355006,0.437860,0.311744,0.574500,0.960000,0.944000,0.351711,0.936109,1.847348
3.158,0.370942,0.792007,0.355151,0.437922,0.301565,0.583090,0.960000,0.944000,-0.856435,0.516255,1.846832
3.175,0.365645,0.788828,0.355296,0.437984,0.296722,0.599419,0.960000,0.944000,-0.383493,0.923544,1.846287
3.192,0.360022,0.785455,0.355441,0.438046,0.291471,0.615498,0.960000,0.944000,-0.415844,0.909436,1.845712
3.209,0.354405,0.782085,0.355585,0.438108,0.286602,0.631811,0.960000,0.944000,-0.385487,0.922713,1.845112
3.226,0.348793,0.778718,0.355730,0.438170,0.282399,0.648483,0.960000,0.944000,-0.332827,0.942988,1.844494
3.242,0.343187,0.775354,0.355874,0.438232,0.278900,0.665471,0.960000,0.944000,-0.277103,0.960840,1.843867
3.259,0.337587,0.771994,0.356018,0.438293,0.274409,0.680877,0.960000,0.944000,-0.377868,0.925859,1.843222
3.275,0.332321,0.768834,0.356162,0.438355,0.270244,0.697568,0.960000,0.944000,-0.329745,0.944070,1.842561
3.292,0.326732,0.765481,0.356306,0.438417,0.265498,0.713952,0.960000,0.944000,-0.375835,0.926687,1.841881
3.309,0.321149,0.762131,0.356449,0.438478,0.261351,0.729546,0.960000,0.944000,-0.348896,0.937161,1.841127
3.325,0.315899,0.758981,0.356593,0.438540,0.259321,0.745942,0.960000,0.944000,-0.170779,0.985309,1.840344
3.342,0.310654,0.755834,0.356736,0.438601,0.257342,0.762350,0.960000,0.944000,-0.166542,0.986034,1.839547
3.357,0.314503,0.751580,0.467532,0.429003,0.257099,0.778986,0.960000,0.944000,-0.020417,0.999792,1.839145
3.374,0.313316,0.747945,0.467564,0.429074,0.257209,0.796665,0.960000,0.944000,0.008694,0.999962,1.838780
3.390,0.312055,0.744087,0.467597,0.429145,0.256796,0.780035,0.960000,0.944000,-0.034768,-0.999395,1.838468
3.406,0.310870,0.740459,0.467629,0.429216,0.257052,0.797712,0.960000,0.944000,0.020268,0.999795,1.838186
3.424,0.309612,0.736608,0.467662,0.429287,0.259206,0.815133,0.960000,0.944000,0.170594,0.985341,1.837953
3.441,0.308356,0.732761,0.467694,0.429358,0.259206,0.815133,0.960000,0.944000,0.000000,0.000000,1.837770
3.458,0.307100,0.728918,0.467726,0.429428,0.263770,0.831618,0.960000,0.944000,0.361401,0.932410,1.837692
3.475,0.305846,0.725079,0.467758,0.429499,0.259206,0.815133,0.960000,0.944000,-0.361401,-0.932410,1.837612
3.491,0.304594,0.721244,0.467791,0.429569,0.263770,0.831618,0.960000,0.944000,0.361401,0.932410,1.837648
3.509,0.303342,0.717413,0.467823,0.429640,0.259206,0.815133,0.960000,0.944000,-0.361401,-0.932410,1.837675
3.526,0.302092,0.713585,0.467855,0.429710,0.263770,0.831618,0.960000,0.944000,0.361401,0.932410,1.837829
3.542,0.300843,0.709761,0.467887,0.429781,0.260814,0.814429,0.960000,0.944000,-0.234045,-0.972226,1.837986
3.560,0.299595,0.705941,0.467919,0.429851,0.273418,0.813326,0.960000,0.944000,0.998052,-0.062381,1.838330
3.577,0.298348,0.702125,0.467951,0.429921,0.270834,0.796020,0.960000,0.944000,-0.204633,-0.978839,1.838663
3.593,0.297103,0.698313,0.467983,0.429991,0.278542,0.783353,0.960000,0.944000,0.648478,-0.761234,1.839044
3.610,0.295932,0.694728,0.468015,0.430061,0.282360,0.766500,0.960000,0.944000,0.302333,-0.953202,1.839429
3.627,0.301182,0.657105,0.598514,-0.053235,0.285068,0.749232,0.960000,0.943066,0.214435,-0.976738,1.840020
3.643,0.305010,0.627009,0.598416,-0.052682,0.288993,0.732427,0.960000,0.936289,0.310810,-0.950472,1.840129
3.660,0.308834,0.596943,0.598317,-0.052129,0.291780,0.716251,0.960000,0.926055,0.234489,-0.972119,1.839630
3.676,0.312429,0.568674,0.598219,-0.051577,0.294288,0.699986,0.960000,0.914634,0.210994,-0.977487,1.838850
3.692,0.316021,0.540434,0.598121,-0.051025,0.294285,0.683346,0.960000,0.902366,-0.000217,-1.000000,1.837827
3.708,0.319610,0.512221,0.598023,-0.050474,0.294286,0.665666,0.960000,0.888425,0.000079,-1.000000,1.836526
3.725,0.323419,0.482275,0.597925,-0.049924,0.291097,0.648559,0.960000,0.873813,-0.252541,-0.967586,1.834975
3.742,0.327224,0.452359,0.597827,-0.049374,0.284598,0.633400,0.960000,0.858916,-0.514617,-0.857420,1.833286
3.760,0.331025,0.422474,0.597729,-0.048824,0.296039,0.640887,0.960000,0.843993,0.905912,0.423466,1.831553
3.776,0.334822,0.392618,0.597631,-0.048276,0.288683,0.627815,0.960000,0.829669,-0.618821,-0.785532,1.829670
3.793,0.338393,0.364546,0.597534,-0.047727,0.282923,0.612082,0.960000,0.814290,-0.456140,-0.889908,1.827689
3.810,0.342183,0.334749,0.597436,-0.047180,0.277247,0.596289,0.960000,0.798876,-0.449492,-0.893284,1.825661
3.827,0.345969,0.304983,0.597339,-0.046632,0.273210,0.579536,0.960000,0.783501,-0.319628,-0.947543,1.823619
3.844,0.349751,0.275246,0.597241,-0.046086,0.265931,0.565089,0.960000,0.767936,-0.576403,-0.817166,1.821459
3.860,0.353530,0.245539,0.597144,-0.045540,0.273963,0.578732,0.960000,0.752303,0.636027,0.771667,1.819237
